,Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
14,SIL,,Equity,"US$369,137,286.00 ",7.43%,"122,713",US$26.88 ,-0.96%,No,No,5.45%,3.38%,-15.70%,56.29%,-21.72%,"(US$7,750,579.00)",US$0.00 ,"(US$7,750,579.00)","US$32,623,042.00 ","US$245,240,972.32 ","US$282,846,895.49 ",Materials,2010-04-19,0.65%,2 Platforms,US$0.30 ,28/12/2018,US$0.30 ,1.12%,29.23,0.13,21.0,78.12%,35%,15%,1099.0,US$24.17 ,US$27.21 ,US$26.70 ,US$27.02 ,63.87,B-,A-,B-,B-,C+,B+,B,3.57,2.33%,3.46%,478.62,0.00%,0.03%
16,PICK,,Equity,"US$297,697,357.00 ",10.64%,"201,476",US$29.85 ,-0.43%,No,No,3.22%,8.62%,-15.77%,120.19%,-1.15%,"(US$22,838,808.00)",US$0.00 ,"(US$22,838,808.00)","(US$145,843,351.50)","US$142,689,753.00 ","US$162,502,753.00 ",Materials,2012-01-31,0.39%,Fidelity,US$1.29 ,18/12/2018,US$0.80 ,4.29%,10.83,1.18,194.0,45.74%,35%,15%,1099.0,US$27.25 ,US$29.82 ,,,61.25,A-,A-,A,B,B,B-,A,4.65,14.29%,21.94%,897.52,28.70%,0.98%
17,ECON,,Equity,"US$295,862,499.00 ",10.51%,"316,552",US$22.51 ,-0.53%,No,No,1.63%,7.55%,-21.13%,11.92%,-2.87%,"(US$9,165,847.50)",US$0.00 ,US$0.00 ,"(US$444,587,055.50)","(US$289,619,732.50)","(US$850,243,467.00)",Foreign Large Cap Equities,2010-09-14,0.59%,,US$0.20 ,21/12/2018,US$0.20 ,0.90%,18.8,0.87,31.0,46.00%,35%,15%,1099.0,US$20.78 ,US$22.73 ,,,63.21,C,A,C,C+,B-,C,C+,4.35,34.65%,15.02%,70.83,13.93%,8.65%
19,EEMS,,Equity,"US$279,406,578.00 ",6.27%,"82,810",US$44.43 ,-0.38%,No,No,1.12%,4.64%,-18.22%,26.28%,12.15%,US$0.00 ,US$0.00 ,US$0.00 ,"US$19,384,208.50 ","US$184,287,437.50 ","US$254,321,937.50 ",Mid Cap Blend Equities,2011-08-16,0.67%,Fidelity,US$1.28 ,18/12/2018,US$0.79 ,2.92%,11.51,0.83,1250.0,7.90%,35%,15%,1099.0,US$42.03 ,US$44.47 ,US$44.30 ,US$44.51 ,61.36,A-,B+,C+,A-,A,B-,A,,,,,,
21,QEMM,,Equity,"US$263,902,546.00 ",8.92%,"13,618",US$59.22 ,-0.22%,No,No,1.54%,7.05%,-10.51%,40.28%,,US$0.00 ,US$0.00 ,US$0.00 ,"US$47,395,509.50 ","US$146,115,969.00 ","US$247,993,630.00 ",Foreign Large Cap Equities,2014-06-04,0.30%,Charles Schwab,US$1.55 ,21/12/2018,US$1.19 ,2.67%,11.08,0.74,785.0,19.24%,35%,15%,1099.0,US$54.54 ,US$59.56 ,,,65.89,A,B,A,A-,A-,B-,A,4.6,57.44%,20.51%,345.49,4.77%,5.84%
22,EDC,,Equity,"US$261,724,261.00 ",28.95%,"306,929",US$80.97 ,-2.25%,No,3x,3.65%,23.62%,-46.50%,112.68%,-5.36%,"(US$9,781,091.00)",US$0.00 ,"(US$25,314,939.00)","US$40,847,566.00 ","(US$25,643,710.48)","(US$76,615,604.85)",Leveraged Equities,2008-12-17,1.26%,,US$0.49 ,27/12/2018,US$0.02 ,0.59%,10.5,2.79,2.0,100.00%,35%,15%,1099.0,US$63.28 ,US$82.47 ,US$80.36 ,US$81.53 ,61.62,B,A-,B,C,C+,,,,,,,,
23,HEEM,,Equity,"US$259,678,588.00 ",8.77%,"124,355",US$25.05 ,-0.48%,No,No,0.93%,7.19%,-8.77%,38.16%,,"(US$32,644,239.00)","(US$11,081,874.50)","(US$30,335,739.00)","(US$134,369,035.50)","US$77,184.50 ","US$241,711,684.50 ",Emerging Markets Equities,2014-09-23,0.67%,,US$0.55 ,28/12/2018,US$0.36 ,2.16%,10.45,0.71,2.0,100.00%,39%,20%,1099.0,US$23.21 ,US$25.28 ,,,62.3,B+,A-,B-,B+,A-,B-,C,,,,,,
25,ICLN,,Equity,"US$190,655,299.00 ",15.01%,"100,195",US$9.50 ,0.11%,No,No,3.20%,11.76%,2.40%,19.41%,4.44%,"US$2,724,763.00 ","US$1,831,378.00 ","US$2,724,763.00 ","US$36,176,880.00 ","US$99,802,576.00 ","US$144,276,576.00 ",Alternative Energy Equities,2008-06-24,0.47%,,US$0.23 ,18/12/2018,US$0.10 ,2.42%,14.54,0.91,33.0,51.68%,35%,15%,1099.0,US$8.40 ,US$9.52 ,US$9.45 ,US$9.56 ,70.94,A-,A-,A+,B,B,A-,B+,6.34,91.64%,77.34%,541.67,2.52%,73.71%
26,SOCL,,Equity,"US$137,795,210.00 ",13.50%,"35,374",US$31.27 ,-0.38%,No,No,2.02%,9.76%,-13.95%,73.96%,49.44%,"(US$6,006,767.00)","(US$1,533,070.50)","(US$6,006,767.00)","(US$8,483,238.50)","US$26,334,034.00 ","(US$8,743,466.00)",Large Cap Growth Equities,2011-11-14,0.65%,2 Platforms,US$0.00 ,28/12/2017,US$0.49 ,0.00%,27.88,0.88,39.0,68.01%,35%,15%,1099.0,US$28.40 ,US$31.44 ,,,60.7,C+,B-,B-,C+,C+,B+,C+,3.21,1.78%,1.60%,18.63,0.00%,1.06%
27,AADR,,Equity,"US$103,559,857.00 ",11.11%,"33,902",US$44.52 ,0.45%,No,No,3.29%,7.46%,-27.92%,25.87%,26.94%,"(US$5,165,995.00)","US$2,162,556.50 ","(US$5,165,995.00)","(US$64,695,684.25)","US$111,601,427.00 ","US$116,446,714.75 ",Global Equities,2010-07-20,0.88%,,US$0.30 ,26/9/2018,US$0.00 ,0.67%,12.48,1.02,37.0,35.67%,35%,15%,1099.0,US$41.27 ,US$44.24 ,US$44.40 ,US$44.59 ,59.48,C,B-,C,A-,C,C+,C,5.35,5.18%,43.18%,226.64,5.41%,0.38%
28,DBAW,,Equity,"US$96,261,961.00 ",7.39%,"27,906",US$26.02 ,0.19%,No,No,1.01%,5.43%,-5.70%,26.99%,28.10%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$31,356,546.50)","US$22,577,182.50 ","US$87,547,170.68 ",Foreign Large Cap Equities,2014-01-23,0.40%,,US$0.71 ,19/12/2018,US$0.44 ,2.75%,12.15,0.74,1457.0,10.27%,35%,15%,1099.0,US$24.57 ,US$26.18 ,US$25.98 ,US$26.04 ,60.53,A,A-,B+,,,A-,A,6.04,25.13%,67.78%,206.08,8.69%,5.25%
31,JDST,,Equity,"US$83,196,806.00 ",-24.45%,"535,003",US$37.98 ,1.04%,Yes,3x,-19.24%,-15.77%,-25.89%,-99.32%,-99.86%,"US$31,224,467.50 ","US$33,455,173.50 ","US$20,165,155.50 ","(US$67,636,858.50)","US$16,316,012.98 ","US$7,892,533.91 ",Leveraged Equities,2013-10-03,1.10%,,US$0.29 ,27/12/2018,US$0.09 ,0.76%,0.0,0.78,69.0,44.96%,35%,15%,1099.0,US$38.00 ,US$55.79 ,US$37.16 ,US$39.33 ,33.7,,A+,B,,,,,,,,,,
33,FAN,,Equity,"US$73,166,094.00 ",12.83%,"22,995",US$12.93 ,0.78%,No,No,4.27%,12.29%,-2.87%,33.35%,32.98%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$18,378,713.00)","US$22,828,614.50 ","(US$19,910,987.98)",Alternative Energy Equities,2008-06-16,0.60%,,US$0.31 ,18/12/2018,US$0.06 ,2.40%,13.93,0.87,44.0,54.73%,35%,15%,1099.0,US$11.39 ,US$12.88 ,US$12.90 ,US$12.96 ,72.95,A+,B+,A,A-,A-,A-,A-,6.76,96.52%,88.44%,931.37,19.72%,49.77%
34,COPX,,Equity,"US$68,080,556.00 ",11.09%,"20,416",US$20.34 ,-0.73%,No,No,3.93%,9.35%,-26.03%,113.00%,-16.92%,US$0.00 ,US$0.00 ,US$0.00 ,"US$4,452,271.00 ","US$51,782,435.50 ","US$56,997,441.57 ",Materials,2010-04-19,0.65%,2 Platforms,US$0.47 ,28/12/2018,US$0.47 ,2.31%,11.01,1.4,31.0,51.75%,35%,15%,1099.0,US$18.32 ,US$20.33 ,US$20.23 ,US$20.46 ,61.29,B,B+,B,B,C+,A,B-,4.26,9.09%,13.15%,671.1,4.75%,0.00%
35,SLX,,Equity,"US$64,712,375.00 ",12.43%,"26,865",US$39.17 ,-1.26%,No,No,0.88%,7.02%,-16.09%,145.05%,4.18%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$77,928,052.50)","(US$51,211,799.00)","(US$73,638,027.00)",Materials,2006-10-16,0.56%,,US$2.18 ,20/12/2018,US$2.18 ,5.57%,7.84,1.39,27.0,66.69%,35%,15%,1099.0,US$36.23 ,US$39.54 ,US$39.06 ,US$39.30 ,56.91,B+,B,B+,B+,B,A,C+,3.16,2.60%,1.41%,1268.11,13.04%,2.42%
36,SLVP,,Equity,"US$59,111,363.00 ",9.11%,"45,761",US$9.10 ,-0.44%,No,No,6.93%,4.60%,-14.47%,76.07%,-15.33%,"US$4,202,287.00 ",US$0.00 ,"US$4,202,287.00 ","US$9,708,584.00 ","US$51,235,398.00 ","US$65,580,398.00 ",Materials,2012-01-31,0.39%,Fidelity,US$0.11 ,18/12/2018,US$0.05 ,1.16%,20.42,0.13,39.0,70.32%,35%,15%,1099.0,US$8.05 ,US$9.13 ,US$8.93 ,US$9.22 ,66.17,B+,B,A,C+,B-,A-,B,4.11,4.65%,10.06%,397.19,0.00%,0.06%
37,KOL,,Equity,"US$58,107,188.00 ",12.42%,"25,711",US$14.12 ,-0.70%,No,No,1.22%,7.62%,-16.74%,167.62%,-3.76%,"(US$3,261,343.00)",US$0.00 ,"(US$1,375,501.00)","(US$38,157,537.50)","(US$30,745,922.00)","(US$41,540,963.50)",Energy Equities,2008-01-10,0.60%,,US$0.82 ,20/12/2018,US$0.82 ,5.77%,7.4,0.99,26.0,58.97%,35%,15%,1099.0,US$12.98 ,US$14.27 ,US$14.08 ,US$14.17 ,60.19,B,B+,B-,C,A-,A,B-,4.63,47.39%,21.36%,1149.36,0.00%,0.19%
39,PBD,,Equity,"US$49,035,458.00 ",12.19%,"12,150",US$11.69 ,-0.26%,No,No,1.96%,11.02%,-12.05%,21.77%,2.08%,"(US$1,098,017.00)",US$0.00 ,"(US$1,098,017.00)","(US$2,600,086.50)","(US$15,489,156.00)","(US$34,541,511.00)",Alternative Energy Equities,2007-06-13,0.75%,,US$0.19 ,24/12/2018,US$0.10 ,1.68%,32.81,1.06,110.0,18.18%,35%,15%,1099.0,US$10.47 ,US$11.77 ,US$11.65 ,US$11.75 ,64.11,B+,A-,C,A-,B+,B+,A+,6.23,90.59%,74.09%,380.37,2.55%,50.17%
40,HAWX,,Equity,"US$46,832,935.00 ",6.93%,"29,287",US$25.32 ,-0.08%,No,No,0.84%,5.06%,-5.17%,32.46%,,US$0.00 ,US$0.00 ,US$0.00 ,"(US$50,669,933.00)","US$33,154,359.50 ","US$33,154,359.50 ",Foreign Large Cap Equities,2015-06-29,0.35%,,US$0.59 ,28/12/2018,US$0.21 ,2.35%,14.31,0.81,2.0,100.00%,35%,15%,1099.0,US$23.97 ,US$25.52 ,US$25.30 ,US$25.35 ,59.28,C+,C+,A-,,,C+,C,,,,,,
41,CRAK,,Equity,"US$40,852,695.00 ",8.38%,"21,340",US$29.09 ,-1.05%,No,No,0.66%,5.32%,-4.18%,64.89%,,"(US$10,927,178.50)","(US$1,431,132.50)","(US$5,624,988.50)","US$20,857,206.50 ","US$40,611,825.00 ","US$42,502,293.50 ",Energy Equities,2015-08-18,0.59%,,US$0.65 ,20/12/2018,US$0.65 ,2.21%,8.68,1.03,26.0,60.51%,35%,15%,1099.0,US$27.57 ,US$29.34 ,US$28.99 ,US$29.26 ,55.92,,,B-,,,,,5.42,78.05%,45.67%,365.03,4.65%,3.41%
42,FPA,,Equity,"US$32,896,637.00 ",10.14%,"6,914",US$29.98 ,-0.73%,No,No,0.71%,7.96%,-18.28%,24.90%,30.88%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$16,558,017.50)","(US$1,683,787.50)","(US$28,864,934.47)",Asia Pacific Equities,2011-04-20,0.80%,,US$0.76 ,18/12/2018,US$0.19 ,2.55%,8.21,0.85,101.0,18.31%,35%,15%,1099.0,US$27.90 ,US$30.31 ,US$29.89 ,US$30.02 ,61.79,C+,B+,C,C+,B,C,B+,5.13,61.87%,36.67%,371.33,2.45%,7.08%
45,EMCG,,Equity,"US$30,040,091.00 ",8.95%,"16,005",US$21.67 ,-0.28%,No,No,1.40%,7.49%,-20.26%,30.11%,9.37%,"US$3,138,617.00 ","US$2,110,656.00 ","US$3,138,617.00 ","(US$4,829,914.50)","US$21,477,602.50 ","US$17,526,006.46 ",Emerging Markets Equities,2013-09-27,0.32%,E*TRADE,US$0.74 ,24/12/2018,US$0.16 ,3.40%,13.02,0.89,220.0,17.85%,35%,15%,1099.0,US$19.97 ,US$21.80 ,,,63.9,B,C+,B,C+,C+,B+,B+,4.23,20.23%,12.28%,218.83,4.11%,6.36%
47,FPXI,,Equity,"US$19,954,475.00 ",9.93%,"3,525",US$33.31 ,0.00%,No,No,0.42%,7.42%,-13.73%,42.43%,,US$0.00 ,US$0.00 ,US$0.00 ,"(US$963,199.00)","US$18,847,180.00 ","US$17,397,842.50 ",Large Cap Blend Equities,2014-11-04,0.70%,,US$0.53 ,18/12/2018,US$0.10 ,1.59%,14.74,1.13,51.0,54.39%,35%,15%,1099.0,US$30.48 ,US$33.78 ,US$33.26 ,US$33.42 ,62.86,C+,B+,C+,,,B-,C+,4.96,2.85%,32.26%,261.49,1.49%,8.05%
48,FLN,,Equity,"US$17,145,658.00 ",19.09%,"14,854",US$21.62 ,0.32%,No,No,3.47%,10.14%,-3.15%,95.53%,24.67%,"(US$3,049,915.00)",US$0.00 ,"(US$3,049,915.00)","US$423,997.50 ","US$10,931,763.00 ","US$10,445,492.44 ",Latin America Equities,2011-04-20,0.80%,,US$0.56 ,18/12/2018,US$0.20 ,2.61%,14.54,1.02,51.0,37.69%,35%,15%,1099.0,US$19.26 ,US$21.61 ,US$21.43 ,US$21.72 ,72.03,B,B,C,A,A-,C+,B+,4.17,22.34%,11.18%,462.76,5.30%,3.98%
51,FONE,,Equity,"US$13,848,885.00 ",7.87%,"1,504",US$46.08 ,-0.04%,No,No,0.52%,7.61%,-13.23%,45.29%,48.58%,US$0.00 ,US$0.00 ,US$0.00 ,"US$174,071.50 ","US$593,934.50 ","US$593,934.50 ",Technology Equities,2011-02-17,0.70%,,US$0.54 ,18/12/2018,US$0.06 ,1.17%,14.78,0.99,55.0,33.45%,35%,15%,1099.0,US$42.34 ,US$46.47 ,,,59.93,B,B,C+,A+,B-,C,A,5.71,39.53%,56.20%,55.07,2.65%,4.77%
52,EMFM,,Equity,"US$13,781,632.00 ",6.97%,"3,923",US$21.03 ,-0.57%,No,No,0.81%,4.09%,-14.90%,34.53%,2.00%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$912,269.50)","(US$81,842,569.00)","US$39,248,431.00 ",Emerging Markets Equities,2013-11-06,0.56%,2 Platforms,US$0.65 ,28/12/2018,US$0.65 ,3.06%,13.93,0.71,199.0,16.40%,35%,15%,1099.0,US$20.13 ,US$21.15 ,US$20.98 ,US$21.13 ,62.61,A-,B+,B+,B+,B+,B,B+,4.94,80.93%,31.84%,497.13,5.15%,2.70%
53,SOIL,,Equity,"US$12,257,298.00 ",5.69%,"4,303",US$9.38 ,-0.74%,No,No,-0.53%,3.19%,-10.32%,23.38%,-3.56%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$2,020,418.50)","US$2,027,826.50 ","(US$6,692,173.50)",Materials,2011-05-25,0.69%,2 Platforms,US$0.16 ,28/12/2018,US$0.16 ,1.69%,20.51,0.95,33.0,48.67%,35%,15%,1099.0,US$9.15 ,US$9.53 ,US$9.34 ,US$9.41 ,51.74,B-,C,C+,B+,A,B,B-,4.33,0.00%,14.53%,922.02,4.64%,0.86%
54,FWDI,,Equity,"US$12,069,403.00 ",13.80%,965,US$26.80 ,0.26%,No,No,2.11%,9.93%,-16.55%,28.31%,5.02%,US$0.00 ,US$0.00 ,US$0.00 ,"US$794,892.75 ","(US$6,632,119.50)","(US$4,502,376.00)",Global Equities,2011-06-20,1.25%,,US$0.42 ,27/12/2018,US$0.42 ,1.57%,11.48,0.91,85.0,36.51%,35%,15%,1099.0,US$24.27 ,US$26.83 ,US$26.69 ,US$26.85 ,63.71,C,B,C,B-,C,B-,B+,4.78,2.20%,27.47%,579.96,11.26%,2.39%
57,HGI,,Equity,"US$9,416,982.00 ",10.31%,"1,847",US$15.52 ,-1.21%,No,No,0.10%,6.70%,-11.77%,30.26%,3.27%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$3,369,630.00)","(US$10,893,331.00)","(US$15,006,183.00)",Large Cap Blend Equities,2007-07-11,0.98%,Charles Schwab,US$0.60 ,24/12/2018,US$0.08 ,3.82%,11.34,0.88,150.0,15.94%,35%,15%,1099.0,US$14.56 ,US$15.77 ,US$15.39 ,US$15.58 ,59.16,C,C+,C,C,B-,A,B,5.66,9.33%,54.28%,544.11,9.53%,5.19%
59,FIEG,,Equity,"US$7,007,618.00 ",-0.32%,287,US$155.00 ,0.00%,No,2x,19.69%,-0.32%,-15.76%,48.45%,47.04%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$3,304,799.82)","(US$386,672,227.81)","(US$82,280,996.41)",Leveraged Equities,2013-10-08,0.10%,,US$0.00 ,,,0.00%,0.0,1.64,,,39%,20%,1099.0,US$130.96 ,US$174.25 ,,,49.19,B+,C+,A+,B,B-,,,,,,,,
61,HILO,,Equity,"US$6,356,287.00 ",5.43%,"2,462",US$13.99 ,-0.64%,No,No,0.58%,3.71%,-13.91%,34.36%,3.34%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$3,615,233.50)","(US$13,630,563.00)","(US$52,373,439.50)",Foreign Large Cap Equities,2011-08-04,0.60%,,US$0.44 ,21/12/2018,US$0.09 ,3.16%,10.64,0.79,51.0,22.71%,35%,15%,1099.0,US$13.37 ,US$14.06 ,US$13.95 ,US$14.05 ,58.63,B+,C+,C,A,A-,B+,B-,5.08,3.37%,35.43%,453.97,8.52%,3.47%
62,KALL,,Equity,"US$5,757,744.00 ",11.38%,"2,150",US$23.29 ,-0.38%,No,No,1.79%,9.50%,-19.93%,36.43%,,"US$3,331,852.50 ",US$0.00 ,"US$3,331,852.50 ","US$3,331,852.50 ","US$3,331,852.50 ","US$3,331,852.50 ",China Equities,2015-02-12,0.72%,,US$0.43 ,26/12/2018,US$0.43 ,1.91%,14.01,1.23,292.0,34.57%,,,,US$21.10 ,US$23.46 ,US$23.29 ,US$23.30 ,61.35,,,,,,,,2.95,10.83%,0.80%,417.01,3.29%,5.40%
64,TLEH,,Equity,"US$5,681,065.00 ",9.14%,"1,933",US$28.41 ,-0.32%,No,No,1.03%,7.78%,-10.41%,36.19%,,"US$641,441.00 ",US$0.00 ,US$0.00 ,"(US$31,635,682.00)","(US$18,375,078.00)","(US$4,836,833.00)",Large Cap Blend Equities,2015-11-09,0.64%,,US$0.75 ,28/12/2018,US$0.12 ,2.66%,15.61,0.68,2.0,100.00%,39%,20%,1099.0,US$26.20 ,US$28.67 ,US$28.39 ,US$28.42 ,64.73,C+,B-,C+,,,B-,C,,,,,,
70,GDXS,,Equity,"US$2,646,989.00 ",-13.22%,"8,571",US$12.47 ,0.81%,Yes,2x,-12.00%,-11.56%,-6.03%,-87.08%,,"US$760,730.00 ",US$0.00 ,"US$760,730.00 ","US$93,248.00 ","US$3,397,371.39 ","(US$21,128.61)",Leveraged Equities,2015-02-12,0.95%,,US$0.00 ,,,0.00%,0.0,0.39,69.0,44.96%,20%,39%,1099.0,US$12.60 ,US$16.02 ,US$12.34 ,US$12.72 ,34.07,C,B-,B+,,C,,,,,,,,
