,Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
10,BLV,Vanguard Long-Term Bond ETF,Bond,"$3,017,124,000.00",1.45%,"363,271",$88.50,-0.72%,No,No,1.05%,1.19%,-0.11%,11.65%,25.93%,"$261,725,000.00","$26,292,000.00","$209,243,000.00","$660,547,032.00","$1,304,940,032.00","$2,533,829,032.00",Total Bond Market,2007-04-10,0.07%,3 Platforms,$3.13,2019-02-01,$0.28,3.53%,0.0,-0.03,54.0,50.03%,35%,15%,1099.0,$86.42,$88.46,$88.30,$88.78,65.95,A-,B+,A,B,C,A,A,5.8,87.38%,59.35%,594.3,10.80%,2.40%
11,TOTL,SPDR DoubleLine Total Return Tactical ETF,Bond,"$3,002,594,322.00",0.59%,"517,848",$47.65,-0.46%,No,No,0.57%,0.40%,2.58%,5.23%,,"$16,566,976.00",$0.00,"$14,205,406.00","-$398,122,620.00","$1,135,518,081.00","$3,030,494,704.00",Total Bond Market,2015-02-24,0.55%,,$1.62,2018-12-19,$0.17,3.40%,0.0,-0.01,460.0,23.72%,35%,15%,1099.0,$47.36,$47.72,$47.59,$47.71,59.56,A-,A,C+,,A-,A-,,,,,,,
12,IUSB,iShares Core Total USD Bond Market ETF,Bond,"$2,871,347,103.00",0.74%,"338,731",$49.61,-0.48%,No,No,0.28%,0.49%,1.67%,6.11%,,"-$49,624,230.00","-$49,624,230.00","-$49,624,230.00","$876,367,336.00","$2,427,233,484.00","$2,929,053,484.00",Total Bond Market,2014-06-10,0.06%,,$1.47,2018-12-18,$0.10,2.95%,0.0,-0.06,7648.0,8.78%,35%,15%,1099.0,$49.18,$49.70,$49.56,$49.69,64.97,B+,B-,B+,B+,B,B,,5.79,70.42%,59.08%,376.06,3.57%,1.09%
13,GVI,iShares Intermediate Government/Credit Bond ETF,Bond,"$2,281,634,795.00",0.37%,"246,208",$108.62,-0.44%,No,No,0.19%,0.33%,2.25%,2.75%,6.88%,"$173,454,155.00","$119,364,842.00","$119,364,842.00","$345,289,469.50","$430,286,588.50","$1,119,402,088.50",Total Bond Market,2007-01-11,0.20%,2 Platforms,$2.34,2018-12-18,$0.21,2.15%,0.0,-0.04,3123.0,13.14%,35%,15%,1099.0,$107.95,$108.85,$108.48,$108.89,60.61,A,A-,B+,A,A-,B-,B+,6.22,82.19%,73.72%,250.37,3.44%,1.42%
14,ISTB,iShares Core 1-5 Year USD Bond ETF,Bond,"$2,221,931,563.00",0.61%,"386,089",$49.36,-0.24%,No,No,0.16%,0.43%,2.22%,4.36%,6.38%,"-$142,358,220.00",$0.00,"-$147,261,900.00","$869,275,353.00","$1,728,723,748.00","$2,128,333,248.00",Total Bond Market,2012-10-18,0.06%,Fidelity,$1.26,2018-12-18,$0.10,2.56%,0.0,-0.01,3533.0,12.94%,35%,15%,1099.0,$49.08,$49.43,$49.34,$49.39,67.67,A-,B+,A-,B+,A,B-,B-,5.98,60.96%,65.71%,269.31,3.12%,1.25%
15,BOND,PIMCO Total Return ETF,Bond,"$2,010,666,995.00",0.77%,"172,948",$103.56,-0.48%,No,No,0.29%,0.61%,2.06%,6.99%,13.29%,"$77,183,987.50",$0.00,"$66,906,397.50","-$67,413,789.50","-$622,631,835.00","-$1,366,230,540.00",Total Bond Market,2012-02-29,0.76%,,$3.56,2018-12-28,$0.30,3.44%,0.0,-0.01,245.0,33.58%,35%,15%,1099.0,$102.57,$103.75,$103.48,$103.65,64.58,B,A-,C,B-,B-,A-,B+,,,,,,
16,IAGG,iShares Core International Aggregate Bond ETF,Bond,"$1,181,502,647.00",0.42%,"160,305",$52.43,-0.29%,No,No,-0.06%,0.50%,4.29%,8.48%,,"$112,245,568.50",$0.00,"$109,636,798.00","$535,591,627.50","$993,723,272.50","$1,120,218,272.50",International Government Bonds,2015-11-10,0.09%,,$1.58,2018-12-18,$0.63,3.00%,0.0,-0.05,2917.0,4.67%,39%,20%,1099.0,$51.97,$52.59,$52.38,$52.50,63.92,,,A+,,,,,6.31,68.42%,76.25%,128.92,2.01%,0.82%
18,FBND,Fidelity Total Bond ETF,Bond,"$480,411,605.00",1.57%,"90,995",$49.18,-0.10%,No,No,0.66%,1.20%,2.21%,11.05%,,"$14,558,323.50",$0.00,"$9,723,224.50","$121,315,245.50","$354,512,119.50","$439,183,760.50",Total Bond Market,2014-10-06,0.36%,Fidelity,$1.43,2019-01-29,$0.12,2.93%,0.0,0.06,947.0,35.71%,35%,15%,1099.0,$48.36,$49.14,$49.13,$49.27,77.6,B-,B-,B-,C+,B-,A,,5.53,35.62%,49.84%,378.09,2.81%,0.77%
19,VBND,Vident Core U.S. Bond Strategy ETF,Bond,"$469,448,420.00",1.24%,"53,394",$47.98,-0.15%,No,No,0.86%,0.86%,2.06%,2.29%,,"$19,087,900.00","$9,554,240.00","$19,087,900.00","-$113,977,730.00","$85,978,670.00","$458,568,860.00",Total Bond Market,2014-10-16,0.43%,,$1.34,2018-12-19,$0.73,2.80%,0.0,-0.06,295.0,22.82%,35%,15%,1099.0,$47.34,$47.93,,,69.87,B,B-,B-,A,B,C+,,,,,,,
21,AGGY,WisdomTree Barclays Yield Enhanced U.S. Aggregate Bond Fund,Bond,"$394,633,069.00",1.56%,"79,900",$48.85,-0.08%,No,No,0.69%,1.28%,1.34%,7.71%,,"$19,299,872.00",$0.00,"$19,299,872.00","$59,409,059.00","$327,743,396.00","$401,707,480.40",Total Bond Market,2015-07-09,0.12%,,$1.75,2019-01-22,$0.13,3.60%,0.0,0.02,1197.0,16.36%,35%,15%,1099.0,$48.00,$48.81,$48.76,$48.93,78.01,,B,A-,,,C+,,5.38,71.96%,44.32%,377.18,6.84%,2.21%
22,RAVI,FlexShares Ready Access Variable Income Fund,Bond,"$252,263,649.00",0.35%,"61,574",$75.29,-0.23%,No,No,-0.13%,0.39%,2.03%,4.59%,5.57%,$0.00,$0.00,$0.00,"$116,913,581.50","$158,352,595.00","$196,095,100.00",Corporate Bonds,2012-10-09,0.25%,,$1.67,2018-12-21,$0.21,2.21%,0.0,0.01,171.0,18.56%,35%,15%,1099.0,$74.97,$75.47,$75.28,$75.30,56.5,C+,B-,C+,C+,A,C,C+,5.47,39.85%,47.82%,154.65,8.02%,3.40%
23,ILTB,iShares Core 10+ Year USD Bond ETF,Bond,"$228,042,095.00",2.07%,"33,947",$60.24,-0.81%,No,No,0.62%,1.33%,-0.32%,10.83%,25.47%,"$11,910,680.00","$5,976,066.00","$11,910,680.00","-$34,238,147.50","$90,587,733.00","$213,949,233.00",Total Bond Market,2009-12-08,0.06%,Fidelity,$2.44,2018-12-18,$0.25,4.07%,0.0,0.01,1760.0,17.62%,35%,15%,1099.0,$58.93,$60.40,$60.11,$60.44,64.37,B,B-,A-,C+,C,A,B,5.65,68.54%,53.91%,619.54,10.32%,2.20%
24,LDUR,PIMCO Low Duration ETF,Bond,"$225,765,871.00",0.21%,"19,489",$98.97,-0.28%,No,No,-0.06%,0.20%,1.77%,5.89%,9.70%,"$3,945,990.60",$0.00,"$3,945,990.60","$77,541,325.40","$125,828,846.20","$202,482,296.70",Total Bond Market,2014-01-22,1.02%,,$2.99,2018-12-28,$0.37,3.02%,0.0,0.04,252.0,108.03%,39%,20%,1099.0,$98.58,$99.25,$98.89,$99.01,53.75,B-,B-,C,B+,B+,A-,B-,,,,,,
28,FTSD,Franklin Short Duration U.S. Government ETF,Bond,"$191,318,489.00",-0.11%,"12,671",$94.47,-0.11%,No,No,0.16%,0.39%,1.63%,2.92%,4.25%,$0.00,$0.00,$0.00,"$40,284,395.00","$32,667,708.50","$195,961,852.25",Total Bond Market,2013-11-04,0.25%,,$2.56,2019-01-31,$0.21,2.71%,0.0,-0.01,362.0,17.93%,35%,15%,1099.0,$94.10,$94.56,$94.36,$94.58,58.55,,,C+,,,,,,,,,,
31,ULST,SPDR SSgA Ultra Short Term Bond ETF,Bond,"$158,834,161.00",0.20%,"57,995",$40.23,-0.20%,No,No,-0.10%,0.21%,2.00%,4.57%,4.97%,"$2,010,724.00","$2,014,045.50","$2,010,724.00","$128,640,695.50","-$32,815,467.50","$144,968,408.50",Total Bond Market,2013-10-09,0.20%,,$0.85,2018-12-19,$0.08,2.12%,0.0,0.01,183.0,23.27%,35%,15%,1099.0,$40.10,$40.31,$40.21,$40.25,57.38,B-,C+,A-,B,C+,B,,5.97,72.18%,65.24%,48.4,4.45%,1.79%
32,FLTB,Fidelity Limited Term Bond ETF,Bond,"$123,921,914.00",0.57%,"45,253",$49.56,-0.22%,No,No,0.20%,0.66%,2.18%,5.05%,,$0.00,$0.00,$0.00,"$17,386,849.50","-$141,465,636.50","$85,180,072.50",Total Bond Market,2014-10-06,0.36%,Fidelity,$1.27,2019-01-29,$0.11,2.57%,0.0,-0.02,258.0,35.00%,35%,15%,1099.0,$49.08,$49.60,$49.49,$49.66,66.05,B,A-,C+,A-,A-,B-,B+,5.2,19.18%,38.64%,384.64,8.72%,1.80%
33,XMPT,VanEck Vectors CEF Municipal Income ETF,Bond,"$123,166,777.00",5.19%,"40,397",$25.12,-0.16%,No,No,-0.16%,2.91%,3.45%,6.69%,31.08%,"-$2,471,359.50","-$1,255,822.00","-$1,255,822.00","$26,083,466.50","$68,170,017.00","$108,531,590.00",Total Bond Market,2011-07-12,1.56%,,$1.20,2018-12-27,$0.11,4.79%,8.88,0.03,66.0,48.90%,35%,15%,1099.0,$24.51,$25.28,,,69.06,B,B+,C,A+,C,A+,C+,,,,,,
34,FIBR,iShares Edge U.S. Fixed Income Balanced Risk ETF,Bond,"$121,765,332.00",1.50%,"15,576",$97.21,-0.57%,No,No,0.44%,1.23%,1.73%,,,$0.00,$0.00,$0.00,"-$24,519,328.50","$50,249,317.50","$50,249,317.50",Total Bond Market,2015-02-24,0.25%,,$3.46,2018-12-18,$0.28,3.53%,0.0,0.06,809.0,20.78%,39%,20%,1099.0,$95.98,$97.51,$97.09,$97.40,61.45,,,,,,,,4.52,17.84%,18.84%,272.29,6.16%,1.99%
36,MINC,AdvisorShares Newfleet Multi-Sector Income ETF,Bond,"$104,994,100.00",0.92%,"19,311",$47.65,0.13%,No,No,0.23%,0.81%,1.61%,6.48%,9.69%,"-$14,271,873.00",$0.00,"-$14,271,873.00","-$78,945,863.00","-$132,328,713.00","$13,676,818.00",Total Bond Market,2013-03-19,0.75%,,$1.37,2019-01-28,$0.11,2.86%,0.0,0.01,249.0,11.19%,35%,15%,1099.0,$47.21,$47.64,$47.59,$47.70,67.41,B,B,C,A-,A-,B+,A-,,,,,,
37,GBF,iShares Government/Credit Bond ETF,Bond,"$94,412,980.00",0.75%,"7,026",$111.26,-0.38%,No,No,0.32%,0.56%,1.58%,4.13%,10.36%,$0.00,$0.00,$0.00,"-$93,648,029.00","-$204,727,452.00","-$60,891,218.50",Total Bond Market,2007-01-11,0.20%,,$2.86,2018-12-18,$0.27,2.58%,0.0,-0.02,1373.0,18.76%,35%,15%,1099.0,$110.11,$111.40,$111.21,$111.32,64.93,B+,B,B+,B+,B,B,B,6.09,92.06%,69.42%,370.85,4.74%,1.73%
41,AGZD,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond Fund,Bond,"$80,828,944.00",0.50%,"26,239",$47.39,-0.17%,No,No,-0.13%,0.02%,0.71%,7.43%,5.11%,$0.00,$0.00,$0.00,"$57,277,527.00","$57,294,132.00","$73,554,957.00",Total Bond Market,2013-12-18,0.23%,2 Platforms,$1.26,2019-01-22,$0.11,2.65%,0.0,0.09,845.0,18.57%,35%,15%,1099.0,$47.12,$47.53,$47.28,$47.58,51.5,C+,C+,B,C,B,B-,,,,,,,
42,NFLT,Newfleet Multi-Sector Unconstrained Bond ETF,Bond,"$76,587,137.00",1.93%,"39,071",$23.84,-0.17%,No,No,0.40%,2.23%,-1.03%,9.93%,,"-$2,377,842.00",$0.00,"-$2,377,842.00","-$71,334,366.50","-$87,352,592.50","-$41,348,003.50",Total Bond Market,2015-08-10,0.80%,,$1.18,2019-01-22,$0.05,4.93%,0.0,0.09,246.0,39.56%,35%,15%,1099.0,$23.44,$23.94,$23.78,$23.92,64.85,C,B,C,,C+,C,,,,,,,
44,HOLD,AdvisorShares Sage Core Reserves ETF,Bond,"$67,056,664.00",0.42%,"3,152",$99.35,0.00%,No,No,0.12%,0.43%,2.13%,4.92%,4.87%,$0.00,$0.00,$0.00,"$14,913,570.00","$32,316,944.50","$34,832,680.50",Total Bond Market,2014-01-14,0.35%,,$1.99,2019-01-28,$0.18,2.01%,0.0,0.02,115.0,27.86%,35%,15%,1099.0,$98.87,$99.39,$99.27,$99.39,76.35,B-,C,B-,B,A,C,,,,,,,
47,FCOR,Fidelity Corporate Bond ETF,Bond,"$53,433,350.00",2.55%,"5,137",$48.72,0.10%,No,No,0.96%,2.63%,0.80%,14.52%,,$0.00,$0.00,$0.00,"-$16,967,453.50","$38,436,882.50","$26,012,272.00",Corporate Bonds,2014-10-06,0.36%,Fidelity,$1.76,2019-01-29,$0.15,3.64%,0.0,0.13,227.0,16.11%,35%,15%,1099.0,$47.21,$48.68,,,77.6,C+,C,C,C+,B-,A-,C+,4.84,21.96%,29.11%,421.23,9.45%,1.19%
63,BYLD,iShares Yield Optimized Bond ETF,Bond,"$27,942,809.00",2.77%,"12,168",$24.28,-0.12%,No,No,0.81%,2.27%,2.16%,10.70%,,"-$1,185,473.00",$0.00,$0.00,"-$7,011,406.00","$20,364,751.50","$24,324,751.50",Total Bond Market,2014-04-22,0.25%,,$1.00,2018-12-28,$0.12,4.12%,0.0,0.07,8.0,100.00%,35%,15%,1099.0,$23.69,$24.28,$24.24,$24.31,76.84,B,C+,B,B-,B-,A,,,,,,,
66,AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,Bond,"$25,734,691.00",0.99%,"16,205",$42.82,0.63%,No,No,-0.26%,1.01%,0.06%,8.63%,-1.56%,"-$17,082,500.00",$0.00,"-$17,082,500.00","$663,717.00","$5,060,102.00","$10,572,239.48",Total Bond Market,2013-12-18,0.28%,E*TRADE,$1.21,2019-01-22,$0.11,2.83%,0.0,0.19,584.0,14.71%,35%,15%,1099.0,$42.26,$42.94,$42.61,$42.98,51.01,C,C+,B,C,C,B-,,,,,,,
73,FWDB,AdvisorShares Madrona Global Bond ETF,Bond,"$18,082,673.00",2.99%,"1,429",$24.86,-0.28%,No,No,0.31%,2.16%,-5.19%,13.44%,15.36%,$0.00,$0.00,$0.00,$0.00,"-$6,811,394.25","-$3,452,011.50",Total Bond Market,2011-06-20,1.41%,,$1.00,2019-01-28,$0.06,4.01%,0.0,0.16,13.0,92.54%,35%,15%,1099.0,$24.35,$24.94,$24.78,$24.91,65.25,C,C+,C,C+,C+,A-,C,,,,,,
74,KCNY,KraneShares E Fund China Commercial Paper ETF,Bond,"$11,980,218.00",3.00%,"1,173",$34.30,-0.58%,No,No,0.21%,3.51%,-1.55%,9.03%,,$0.00,$0.00,$0.00,$0.00,"-$15,002,832.50","-$7,017,900.24",Total Bond Market,2014-12-02,0.62%,,$1.79,2019-01-29,$0.12,5.19%,0.0,0.12,1.0,0.00%,35%,15%,1099.0,$33.13,$34.69,$34.22,$34.47,64.83,C+,B+,C+,B+,A+,C+,C,,,,,,
78,WYDE,ProShares CDS Short North American HY Credit ETF,Bond,"$6,356,325.00",-3.02%,"1,292",$31.79,0.09%,No,No,-1.23%,-2.30%,-1.76%,-16.76%,,$0.00,$0.00,$0.00,"$3,214,021.50","$3,588,410.50","$3,664,450.59",Total Bond Market,2014-08-05,0.50%,,$0.00,,,0.00%,0.0,-0.28,,,35%,15%,1099.0,$31.77,$32.51,,,36.82,,,B,,,,C,,,,,,
80,SAGG,Direxion Daily Total Bond Market Bear 1x Shares,Bond,"$3,149,424.00",-0.30%,482,$31.48,0.22%,Yes,No,-0.49%,-0.29%,0.82%,-2.42%,-9.51%,$0.00,$0.00,$0.00,$0.00,$0.00,"-$1,345,380.00",Inverse Bonds,2011-03-23,0.50%,,$0.41,2018-12-27,$0.12,1.29%,0.0,0.06,7618.0,6.43%,35%,15%,1099.0,$31.30,$31.85,$31.48,$31.48,39.84,C+,B,A-,B,B,,,,,,,,
