,Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
14,CORP,PIMCO Investment Grade Corporate Bond Index Fund,Bond,"$649,496,826.00",2.17%,"78,239",$101.20,-0.44%,No,No,0.82%,1.90%,0.49%,10.08%,15.70%,"$9,951,086.00",$0.00,"$9,951,086.00","-$222,246,155.50","$410,999,018.00","$489,046,616.50",Corporate Bonds,2010-09-20,0.20%,Charles Schwab,$3.46,2018-12-28,$0.31,3.43%,0.0,0.05,405,9.68%,35%,15%,1099.0,$98.76,$101.31,$100.97,$101.36,71.55,B,B+,B,A-,B,B+,B,4.8,17.76%,28.04%,340.96,15.25%,3.85%
15,IGLB,iShares Long-Term Corporate Bond ETF,Bond,"$616,538,417.00",3.00%,"82,471",$57.99,-0.67%,No,No,1.08%,2.55%,-2.17%,15.00%,22.93%,"$51,153,719.00","$22,930,959.00","$45,477,052.00","$80,717,749.00","$80,717,749.00","$80,717,749.00",Corporate Bonds,2009-12-08,0.06%,,$2.57,2018-12-18,$0.23,4.48%,0.0,0.13,1807,4.32%,,,,$56.01,$58.11,$57.92,$58.11,67.07,,,,,,,,5.2,57.48%,38.79%,605.5,19.99%,4.57%
16,SPLB,SPDR Portfolio Long Term Corporate Bond ETF,Bond,"$441,642,173.00",3.01%,"251,306",$26.15,-0.76%,No,No,1.34%,2.81%,-2.54%,16.65%,24.81%,"$53,357,187.00","-$7,745,825.00","$40,667,255.00","$53,438,430.00","$223,789,119.83","$223,789,119.83",Corporate Bonds,2009-03-10,0.07%,,$1.14,2018-12-19,$0.10,4.36%,0.0,0.13,1422,5.62%,39%,20%,1099.0,$25.24,$26.16,$26.10,$26.20,66.07,,,,,,,,5.2,50.23%,38.79%,546.03,20.36%,4.70%
17,IGHG,ProShares Investment Grade-Interest Rate Hedged,Bond,"$392,958,215.00",3.58%,"83,306",$73.68,0.07%,No,No,0.60%,3.75%,-2.72%,16.07%,8.87%,"$20,563,785.50",$0.00,"$41,863,413.50","-$77,560,706.25","$258,346,339.00","$381,812,839.00",Corporate Bonds,2013-11-05,0.30%,Charles Schwab,$2.94,2018-12-26,$0.30,4.00%,0.0,0.26,277,12.13%,35%,15%,1099.0,$70.91,$73.98,,,62.37,B-,B,C+,C,C+,A,B-,4.97,1.23%,32.48%,143.96,7.03%,1.31%
19,LQDH,iShares Interest Rate Hedged Corporate Bond ETF,Bond,"$271,595,414.00",3.31%,"39,090",$93.67,0.28%,No,No,0.69%,3.30%,-2.04%,14.24%,,"$87,016,133.50",$0.00,"$87,016,133.50","$189,152,606.00","$245,177,103.00","$264,165,603.00",Corporate Bonds,2014-05-27,0.24%,,$3.05,2018-12-28,$0.27,3.27%,0.0,0.22,2,100.00%,35%,15%,1099.0,$90.61,$93.88,$93.43,$93.79,64.25,C+,B-,B-,C,B-,B+,C,,,,,,
20,QLTA,iShares Aaa - A Rated Corporate Bond ETF,Bond,"$246,736,749.00",1.96%,"77,611",$51.06,-0.41%,No,No,0.53%,1.78%,1.26%,7.01%,13.72%,"$37,624,862.50","$15,189,411.00","$12,625,442.50","$92,608,331.50","$174,211,884.50","-$151,671,115.50",Corporate Bonds,2012-02-14,0.15%,,$1.55,2018-12-18,$0.14,3.05%,0.0,0.02,1426,5.36%,35%,15%,1099.0,$49.92,$51.19,$50.98,$51.17,70.35,B+,B,B+,A,B,B+,A-,5.58,82.24%,51.35%,211.26,13.72%,3.83%
23,PFIG,Invesco Fundamental Investment Grade Corporate Bond ETF,Bond,"$128,263,634.00",1.47%,"28,397",$24.94,-0.40%,No,No,0.75%,1.45%,1.84%,8.25%,13.02%,"$3,709,905.50",$0.00,"$1,234,081.50","$34,618,917.00","$93,518,691.50","$104,931,336.39",Corporate Bonds,2011-09-15,0.22%,,$0.78,2019-01-22,$0.06,3.11%,0.0,0.03,585,6.93%,35%,15%,1099.0,$24.44,$24.97,$24.90,$24.99,67.38,B-,B-,B,A-,C+,B,B+,5.27,65.42%,40.91%,281.01,12.64%,5.15%
26,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,Bond,"$96,728,443.00",1.68%,"19,112",$49.67,-0.56%,No,No,0.41%,1.32%,2.32%,5.40%,,"$4,879,978.00",$0.00,"$4,879,978.00","$43,845,929.00","$79,442,897.50","$91,965,342.50",Corporate Bonds,2014-11-12,0.22%,,$1.39,2018-12-21,$0.11,2.79%,0.0,-0.04,351,8.30%,35%,15%,1099.0,$48.64,$49.83,$49.67,$49.67,68.01,B,C+,B,A+,B+,B,B,5.01,35.51%,33.50%,173.98,8.21%,5.12%
31,IGBH,iShares Interest Rate Hedged Long-Term Corporate Bond ETF,Bond,"$46,992,155.00",3.32%,"30,382",$24.73,0.12%,No,No,0.69%,3.30%,-5.20%,18.85%,,"$6,124,445.50","$6,124,445.50","$6,124,445.50","$9,801,995.50","$9,801,995.50","$9,801,995.50",Corporate Bonds,2015-07-22,0.16%,,$1.00,2018-12-28,$0.12,4.07%,0.0,0.4,2,100.00%,,,,$23.89,$24.81,,,59.52,,,,,,,,,,,,,
32,CBND,SPDR Bloomberg Barclays Corporate Bond ETF,Bond,"$46,610,634.00",2.00%,"14,834",$31.18,-0.35%,No,No,0.74%,1.80%,1.19%,8.90%,14.38%,"$3,054,064.00",$0.00,$0.00,"$27,930,410.00","$18,169,119.00","$18,563,391.00",Corporate Bonds,2011-04-06,0.06%,Charles Schwab,$1.10,2018-12-19,$0.10,3.54%,0.0,0.02,952,6.85%,35%,15%,1099.0,$30.37,$31.33,$31.12,$31.22,70.5,B,B-,B+,C+,B-,A-,A,5.24,61.68%,40.02%,361.6,13.09%,4.15%
36,LKOR,FlexShares Credit-Scored U.S. Long Corporate Bond Index Fund,Bond,"$27,503,356.00",3.62%,"9,968",$50.35,0.90%,No,No,2.13%,3.39%,-4.05%,13.33%,,$0.00,$0.00,$0.00,"$7,738,086.50","$23,592,162.50","$23,592,162.50",Corporate Bonds,2015-09-23,0.22%,,$2.05,2018-12-21,$0.18,4.06%,0.0,0.19,220,12.32%,39%,20%,1099.0,$47.78,$49.84,$50.35,$50.35,71.66,C+,C+,B,,,C,B-,5.02,37.38%,33.68%,334.72,14.73%,6.58%
41,LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,Bond,"$12,381,130.00",0.89%,"3,157",$24.74,0.08%,No,No,0.53%,1.02%,2.46%,6.81%,,$0.00,$0.00,$0.00,"-$11,042,663.50","$7,618,756.00","$7,630,289.06",Corporate Bonds,2014-09-10,0.22%,,$0.56,2019-01-22,$0.05,2.26%,0.0,-0.02,133,9.66%,35%,15%,1099.0,$24.45,$24.74,$24.71,$24.75,61.56,C+,B-,B,B-,C,C+,C+,5.36,27.40%,43.78%,191.31,12.14%,5.19%
45,IGIH,Xtrackers Investment Grade Bond - Interest Rate Hedged ETF,Bond,"$9,229,172.00",2.63%,"2,340",$23.06,-0.04%,No,No,-0.26%,2.08%,-2.61%,12.07%,,$0.00,$0.00,$0.00,"$1,207,811.00","$4,839,469.50","$4,860,090.50",Corporate Bonds,2015-03-03,0.25%,,$0.95,2018-12-21,$0.21,4.13%,0.0,0.24,351,8.69%,35%,15%,1099.0,$22.56,$23.22,$22.94,$23.14,54.05,C+,C,B-,C,C,A-,C+,,,,,,
