,Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
15,VAMO,Cambria Value and Momentum ETF,Alternatives,"$21,966,104.00",-0.02%,"17,144",$21.89,0.23%,No,No,-1.88%,-2.28%,-13.97%,1.61%,,"-$7,792,389.50",$0.00,"-$2,224,744.50","$16,450,032.00","$24,736,026.50","$24,736,026.50",Small Cap Blend Equities,2015-09-01,0.65%,Interactive Brokers,$0.34,2016-12-27,$0.03,1.39%,12.04,0.42,101.0,26.72%,39%,20%,1099,$21.90,$22.42,$21.80,$22.01,43.59,,,A,,,,,,,,,,
16,QMN,IQ Hedge Market Neutral Tracker ETF,Alternatives,"$15,403,112.00",1.93%,"6,803",$25.67,-0.04%,No,No,0.16%,1.06%,-0.81%,3.82%,3.12%,$0.00,$0.00,$0.00,"$3,806,663.00","$1,264,226.00","-$6,420,380.00",Long-Short,2012-10-04,1.01%,Charles Schwab,$0.00,2016-12-28,$0.35,0.00%,14.59,0.09,36.0,81.54%,35%,15%,1099,$25.40,$25.70,$25.64,$25.71,61.84,B+,B+,B-,,A,,,,,,,,
19,FLAG,FLAG-Forensic Accounting Long-Short ETF,Alternatives,"$11,907,700.00",7.83%,"2,271",$39.54,-0.13%,No,No,0.84%,5.27%,-8.47%,46.10%,49.23%,"-$1,942,828.00",$0.00,"-$1,942,828.00","-$8,346,784.00","-$2,025,687.00","-$694,687.00",Long-Short,2013-01-30,1.61%,,$0.58,2018-12-24,$0.20,1.47%,13.25,1.03,137.0,12.07%,35%,15%,1099,$37.41,$39.88,,,58.63,B-,C,B+,B,C,,A-,5.15,47.62%,37.20%,194.37,3.02%,5.83%
20,FMF,First Trust Morningstar Managed Futures Strategy Fund,Alternatives,"$11,263,250.00",-1.93%,"2,368",$44.78,-0.22%,No,No,-0.12%,-1.29%,-6.67%,-6.82%,-7.54%,"-$2,246,476.00",$0.00,"-$2,246,476.00","$178,392.50","$22,524.00","$7,421,024.00",Hedge Fund,2013-08-01,0.95%,,$0.71,2018-12-18,$0.69,1.59%,0.0,0.08,36.0,126.82%,35%,15%,1099,$44.57,$45.52,,,34.25,,,C+,,,,,,,,,,
21,RALS,ProShares RAFI Long/Short,Alternatives,"$10,747,915.00",-0.17%,"7,594",$35.79,0.03%,No,No,-0.35%,-0.73%,-1.62%,-2.76%,-7.63%,"$1,794,471.00",$0.00,"$1,794,471.00","-$3,689,656.00","-$34,347,446.75","-$35,861,696.75",Long-Short,2010-12-02,0.95%,Charles Schwab,$0.67,2018-12-26,$0.22,1.86%,14.29,-0.05,973.0,18.51%,35%,15%,1099,$35.56,$36.17,,,48.35,A+,A,B-,A,A,,,5.05,36.90%,34.65%,296.65,11.09%,4.40%
22,MOM,AGFiQ US Market Neutral Momentum Fund,Alternatives,"$7,099,639.00",-5.48%,"3,904",$23.36,0.04%,No,No,-0.36%,-2.63%,-6.56%,-17.63%,-9.35%,$0.00,$0.00,$0.00,"-$47,671.50","$1,095,462.26","$6,530,387.56",Long-Short,2011-09-07,1.88%,,$0.00,2011-12-20,$0.62,0.00%,17.6,-0.19,361.0,142.40%,35%,15%,1099,$23.10,$24.36,,,44.44,C,B-,C,C+,B-,,,,,,,,
23,ALTS,ProShares Morningstar Alternatives Solution ETF,Alternatives,"$7,005,897.00",1.83%,"1,271",$36.90,0.27%,No,No,1.04%,1.89%,-1.78%,4.92%,,$0.00,$0.00,$0.00,"-$4,069,152.80","-$19,839,275.90","-$2,170,336.31",Long-Short,2014-10-08,0.95%,Charles Schwab,$0.60,2018-12-28,$0.19,1.63%,15.87,0.22,8.0,100.00%,35%,15%,1099,$36.27,$36.85,$36.90,$36.91,60.28,,,C+,,,,,,,,,,
24,MCRO,IQ Hedge Macro Tracker ETF,Alternatives,"$6,439,467.00",3.13%,802,$25.74,-0.12%,No,No,0.51%,2.43%,-3.64%,8.22%,2.83%,$0.00,$0.00,$0.00,$0.00,"-$9,971,443.00","-$24,205,438.00",Global Equities,2009-06-09,0.99%,,$0.28,2018-12-27,$0.28,1.09%,12.05,0.26,48.0,65.37%,35%,15%,1099,$25.10,$25.78,,,62.77,A+,A-,A-,C+,A-,,,,,,,,
25,QLS,IQ Hedge Long/Short Tracker ETF,Alternatives,"$6,142,062.00",4.55%,"2,515",$20.46,-0.20%,No,No,0.59%,3.31%,-4.36%,14.93%,,"$1,957,929.00",$0.00,$0.00,"-$2,502,596.39","$4,025,862.61","$4,025,862.61",Long-Short,2015-03-24,1.04%,,$0.95,2018-12-27,$0.95,4.64%,14.88,0.37,24.0,78.96%,35%,15%,1099,$19.74,$20.55,$20.46,$20.47,58.95,,,C,,,,,,,,,,
26,MRGR,Proshares Merger ETF,Alternatives,"$5,572,333.00",0.27%,"3,581",$37.08,0.03%,No,No,0.11%,0.38%,4.17%,5.30%,2.01%,$0.00,$0.00,$0.00,"$891,929.50","-$2,717,541.25","$1,825,208.80",Hedge Fund,2012-12-11,0.75%,,$0.51,2018-12-26,$0.01,1.39%,17.63,0.02,28.0,50.48%,35%,15%,1099,$36.66,$37.36,,,52.94,B,B-,A-,,,,,,,,,,
28,DIVA,AGFiQ Hedged Dividend Income Fund,Alternatives,"$3,653,024.00",5.96%,"2,768",$24.44,0.12%,No,No,1.60%,4.58%,5.03%,28.20%,,$0.00,$0.00,$0.00,"$1,211,601.00","$278,422.98","$1,504,287.98",Long-Short,2015-01-15,0.75%,,$1.67,2018-12-27,$0.31,6.87%,14.55,0.4,290.0,58.77%,35%,15%,1099,$23.43,$24.51,$24.33,$24.60,63.52,,,B-,,,,,4.67,19.05%,24.38%,902.46,16.74%,5.56%
29,QED,IQ Hedge Event-Driven Tracker ETF,Alternatives,"$3,072,747.00",4.53%,"1,030",$20.45,-0.15%,No,No,0.58%,3.22%,0.81%,20.71%,,$0.00,$0.00,$0.00,$450.60,"$1,064,763.10","$1,064,763.10",Hedge Fund,2015-03-24,1.11%,,$0.87,2018-12-27,$0.87,4.23%,20.3,0.34,14.0,97.11%,35%,15%,1099,$19.92,$20.52,$20.43,$20.45,62.69,,,C,,,,,,,,,,
32,SIZ,AGFiQ US Market Neutral Size Fund,Alternatives,"$1,919,571.00",2.41%,425,$19.12,0.26%,No,No,-0.57%,1.86%,-2.45%,-8.39%,-26.43%,$0.00,$0.00,$0.00,$0.00,-$20.38,"$1,264,144.50",Long-Short,2011-09-07,1.71%,,$0.00,2011-12-20,$0.18,0.00%,15.45,0.12,386.0,161.37%,35%,15%,1099,$18.90,$19.39,$19.12,$19.12,47.94,C+,C,C,B+,A-,,,,,,,,
33,CHEP,AGFiQ US Market Neutral Value Fund,Alternatives,"$1,114,652.00",2.45%,598,$22.00,-0.32%,No,No,-0.57%,1.22%,-16.00%,-7.63%,-17.44%,$0.00,$0.00,$0.00,$0.00,"-$1,195,124.50","$227,480.50",Long-Short,2011-09-13,1.12%,,$0.17,2018-12-27,$0.17,0.76%,9.98,0.3,387.0,142.63%,35%,15%,1099,$21.68,$22.40,$21.89,$22.05,48.26,A-,B,C+,A,A,,,,,,,,
