,Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
10,VGIT,Vanguard Intermediate-Term Treasury ETF,Bond,"$3,690,599,586.00",0.06%,"684,939",$63.39,-0.56%,No,No,0.33%,-0.03%,3.26%,1.57%,8.34%,"$277,765,251.64","-$4,778,500.00","$277,856,251.64","$2,037,347,760.14","$3,282,117,773.68","$3,639,044,558.57",Government Bonds,2009-11-23,0.07%,2 Platforms,$1.33,2019-02-01,$0.12,2.09%,0.0,-0.1,16,72.09%,35%,15%,1099,$63.02,$63.53,$63.33,$63.51,59.55,A,B+,A-,B+,B+,A-,A,6.7,94.52%,87.11%,0.0,0.00%,0.00%
12,SPTL,SPDR Portfolio Long Term Treasury ETF,Bond,"$1,678,918,209.00",-0.57%,"1,184,211",$34.84,-0.85%,No,No,0.32%,-0.91%,2.83%,1.21%,23.86%,"$136,701,244.00","$40,200.00","-$290,352,626.00","$888,506,144.00","$1,146,742,432.00","$1,146,742,432.00",Government Bonds,2007-05-23,0.06%,,$0.94,2018-12-19,$0.08,2.69%,0.0,-0.21,50,31.66%,39%,20%,1099,$34.39,$35.20,$34.76,$34.97,55.45,,,,,,,,6.7,92.86%,87.11%,0.0,0.00%,0.00%
13,TBT,UltraShort Barclays 20+ Year Treasury,Bond,"$1,137,423,449.00",0.60%,"2,511,532",$35.34,1.17%,Yes,2x,-1.01%,1.87%,-4.08%,-9.50%,-48.98%,"-$73,374,154.50",$0.00,"-$68,144,190.00","-$1,103,236,295.50","-$971,223,690.56","-$1,178,409,898.90",Leveraged Bonds,2008-04-29,0.89%,,$0.35,2018-12-26,$0.15,0.98%,0.0,0.42,34,60.15%,35%,15%,1099,$34.72,$36.31,$35.08,$35.50,43.33,A+,A+,A,A-,B,,,6.7,0.00%,87.11%,0.0,0.00%,0.00%
14,SPTS,SPDR Portfolio Short Term Treasury ETF,Bond,"$899,131,132.00",0.00%,"591,694",$29.58,-0.30%,No,No,-0.02%,-0.07%,1.71%,1.01%,3.83%,"-$8,835,901.00","$5,917,238.00","$8,893,118.00","$678,174,330.00","$818,600,691.00","$818,600,691.00",Government Bonds,2011-11-30,0.06%,,$0.60,2018-12-19,$0.06,2.04%,0.0,0.01,99,18.06%,39%,20%,1099,$29.54,$29.64,$29.57,$29.60,55.12,,,,,,,,6.7,91.18%,87.11%,0.0,0.00%,0.00%
15,TLH,iShares 10-20 Year Treasury Bond ETF,Bond,"$891,284,496.00",-0.34%,"105,523",$133.05,-0.78%,No,No,0.32%,-0.47%,3.50%,0.32%,15.83%,"-$12,339,210.00","$13,299,479.00","-$66,151,831.00","$390,902,365.00","$254,790,525.00","$648,846,525.00",Government Bonds,2007-01-11,0.15%,,$2.89,2018-12-18,$0.24,2.17%,0.0,-0.17,13,98.81%,35%,15%,1099,$132.05,$133.80,$132.84,$133.43,56.5,B-,A-,B,B-,B,B+,C,6.7,92.86%,87.11%,0.0,0.00%,0.00%
16,EDV,Vanguard Ext Duration Treasury ETF,Bond,"$872,355,000.00",-0.57%,"145,302",$112.81,-0.75%,No,No,0.45%,-1.49%,2.38%,0.00%,34.54%,"$186,882,250.00","$5,564,000.00","$186,882,250.00","$297,393,750.00","$517,108,250.00","$696,020,750.00",Government Bonds,2007-12-06,0.07%,2 Platforms,$3.30,2018-12-13,$0.82,2.92%,0.0,-0.32,41,33.11%,35%,15%,1099,$110.78,$114.43,$112.49,$113.35,55.65,B+,B,A-,C,C,A+,A-,6.7,92.86%,87.11%,0.0,0.00%,0.00%
17,VGLT,Vanguard Long-Term Treasury ETF,Bond,"$845,487,095.00",-0.15%,"223,360",$74.43,-0.85%,No,No,0.53%,-0.69%,2.98%,2.55%,25.89%,"-$41,674,250.00","$29,628,000.00","-$53,335,500.00","$144,505,957.36","$465,185,581.36","$784,748,417.24",Government Bonds,2009-11-24,0.07%,2 Platforms,$2.04,2019-02-01,$0.17,2.72%,0.0,-0.21,19,62.84%,35%,15%,1099,$73.41,$74.99,$74.26,$74.70,56.96,A-,A-,A,C+,B-,A,A-,6.7,92.86%,87.11%,0.0,0.00%,0.00%
18,ITE,SPDR Barclays Intermediate Term Treasury ETF,Bond,"$647,367,386.00",-0.30%,"606,255",$59.37,-0.59%,No,No,0.17%,-0.20%,3.11%,1.78%,6.18%,"$50,162,594.00",$0.00,"-$752,782,960.00","-$49,834,707.00","-$34,418,920.42","$494,583,319.17",Government Bonds,2007-05-23,0.10%,,$1.17,2018-12-19,$0.12,1.97%,0.0,-0.08,114,17.84%,35%,15%,1099,$59.12,$59.60,$59.31,$59.48,56.01,A+,B-,A-,A-,A,B+,A+,6.7,92.86%,87.11%,0.0,0.00%,0.00%
20,TBF,ProShares Short 20+ Year Treasury,Bond,"$406,405,186.00",0.54%,"558,844",$22.51,0.67%,Yes,No,-0.44%,1.08%,-1.13%,-3.15%,-26.56%,"-$18,241,300.00","-$2,264,178.00","-$24,815,721.50","-$217,077,647.50","-$244,687,889.50","-$759,956,389.50",Inverse Bonds,2009-08-18,0.91%,,$0.20,2018-12-26,$0.09,0.87%,0.0,0.21,34,60.15%,35%,15%,1099,$22.29,$22.80,$22.43,$22.56,44.34,A+,A+,B,A-,B-,,,6.7,0.00%,87.11%,0.0,0.00%,0.00%
21,TMV,Direxion Daily 20-Year Treasury Bear 3X,Bond,"$248,592,850.00",0.99%,"743,550",$18.41,1.77%,Yes,3x,-1.55%,2.56%,-8.54%,-21.46%,-69.26%,"-$8,628,455.50",$0.00,"-$10,365,864.50","-$139,287,572.50","-$105,063,000.00","$165,922,651.49",Leveraged Bonds,2009-04-16,1.02%,,$0.11,2018-12-27,$0.06,0.63%,0.0,0.62,1,100.00%,35%,15%,1099,$17.95,$19.17,$18.21,$18.52,42.71,A,A,B,A,B-,,,,,,,,
22,ZROZ,PIMCO 25+ Year Zero Coupon US Treasury Index Fund,Bond,"$164,887,401.00",-0.23%,"22,973",$112.23,-0.89%,No,No,0.50%,-1.24%,2.06%,1.52%,40.47%,"$22,441,017.50","$5,574,972.50","$22,441,017.50","-$5,672,535.00","-$30,750,073.00","$76,639,277.00",Government Bonds,2009-10-30,0.15%,Charles Schwab,$3.27,2018-12-28,$0.95,2.93%,0.0,-0.31,21,51.99%,35%,15%,1099,$110.01,$114.01,$111.76,$112.91,55.62,C+,B+,B-,C,C,A,C,6.7,92.86%,87.11%,0.0,0.00%,0.00%
24,PLW,Invesco 1-30 Laddered Treasury ETF,Bond,"$153,314,976.00",-0.01%,"34,673",$31.93,-0.59%,No,No,0.35%,-0.32%,3.02%,1.56%,16.64%,"$12,762,070.00","$6,370,543.50","$11,142,113.50","-$36,813,899.00","-$117,399,585.00","-$7,315,016.00",Government Bonds,2007-10-11,0.25%,,$0.74,2019-01-22,$0.06,2.32%,0.0,-0.15,27,47.46%,35%,15%,1099,$31.67,$32.07,$31.89,$32.02,57.17,B-,B-,C+,B-,B,A-,B-,6.7,92.86%,87.11%,0.0,0.00%,0.00%
25,TMF,Direxion Daily 20-Year Treasury Bull 3X,Bond,"$105,153,281.00",-1.24%,"432,937",$19.13,-1.65%,No,3x,1.49%,-2.75%,2.05%,-10.71%,49.80%,"-$1,543,408.00","$1,875,459.00","-$7,355,887.00","$15,835,875.00","$32,552,387.00","$64,423,467.00",Leveraged Bonds,2009-04-16,1.11%,,$0.29,2018-12-27,$0.10,1.48%,0.0,-0.69,2,100.00%,35%,15%,1099,$18.35,$19.62,$19.00,$19.34,56.02,B+,A-,B+,C,C+,,,,,,,,
26,PST,UltraShort Barclays 7-10 Year Treasury,Bond,"$88,332,007.00",0.07%,"65,945",$21.80,0.93%,Yes,2x,-0.93%,0.39%,-4.10%,0.52%,-23.04%,"-$3,266,785.00",$0.00,"-$3,266,785.00","-$33,172,614.00","-$75,388,672.00","-$137,550,672.00",Leveraged Bonds,2008-04-29,0.95%,,$0.15,2018-12-26,$0.08,0.66%,0.0,0.29,14,99.03%,35%,15%,1099,$21.64,$22.12,$21.69,$21.85,41.95,B+,A,C+,B+,A,,,,,,,,
28,TUZ,PIMCO 1-3 Year U.S. Treasury Index Fund,Bond,"$57,764,999.00",0.00%,"10,790",$50.15,-0.26%,No,No,-0.02%,-0.08%,1.79%,1.44%,2.75%,"$2,512,700.50",$0.00,$0.00,"-$32,418,625.50","-$70,608,324.00","-$73,331,747.00",Government Bonds,2009-06-01,0.16%,,$0.86,2018-12-28,$0.08,1.70%,0.0,-0.03,27,47.80%,35%,15%,1099,$50.08,$50.24,$50.14,$50.17,56.3,A-,B+,A,A-,A,C,B,6.7,91.18%,87.11%,0.0,0.00%,0.00%
29,TTT,UltraPro Short 20+ Year Treasury,Bond,"$56,079,026.00",0.12%,"68,089",$25.76,1.74%,Yes,3x,-1.49%,2.67%,-7.78%,-18.66%,-67.05%,"-$32,811.50",$0.00,"-$32,811.50","-$23,019,482.00","-$16,379,544.50","$63,274,955.50",Leveraged Bonds,2012-03-27,0.95%,,$0.11,2018-12-26,$0.07,0.44%,0.0,0.62,34,60.15%,35%,15%,1099,$25.10,$26.83,$25.47,$25.93,42.9,B+,B+,B+,A,C+,,,,,,,,
30,TBX,ProShares Short 7-10 Year Treasury,Bond,"$54,103,312.00",-0.02%,"30,071",$28.46,0.46%,Yes,No,-0.52%,0.28%,-1.52%,0.45%,-12.60%,"$5,576.00","$1,426,148.50","$1,426,148.50","$19,012,751.00","$21,431,245.75","-$6,564,504.25",Inverse Bonds,2011-04-04,0.95%,,$0.20,2018-12-26,$0.08,0.72%,0.0,0.14,14,99.03%,35%,15%,1099,$28.35,$28.67,$28.39,$28.51,42.67,A-,A-,C,B+,A,,,,,,,,
31,RISE,Sit Rising Rate ETF,Bond,"$50,704,835.00",0.02%,"29,953",$24.09,0.33%,No,No,-0.82%,0.35%,-1.31%,2.99%,,"-$9,528,515.00","-$1,206,670.00","-$1,206,670.00","$16,678,939.50","$29,773,099.50","$45,456,996.10",Total Bond Market,2015-02-19,1.00%,,$0.00,,,0.00%,0.0,0.16,3,100.00%,27%,27%,K-1,$23.97,$24.36,$24.01,$24.13,42.17,,C,C,,,,,,,,,,
32,DTYS,iPath US Treasury 10-year Bear Exchange Traded Note,Bond,"$48,481,777.00",1.09%,"28,415",$19.50,4.28%,Yes,No,-3.66%,2.06%,-12.08%,23.73%,-32.48%,"$393,073.22","$69,364.88","$711,041.77","-$2,310,616.16","-$17,502,089.79","-$2,276,856.11",Inverse Bonds,2010-08-09,0.75%,,$0.00,,,0.00%,0.0,1.16,1,100.00%,35%,15%,1099,$18.79,$20.54,$18.84,$19.85,43.49,A,A,A-,A,C,,,,,,,,
33,UST,ProShares Ultra 7-10 Year Treasury,Bond,"$47,435,323.00",-0.05%,"46,513",$55.76,-1.03%,No,2x,0.89%,-0.43%,4.73%,-3.77%,16.03%,"$19,509,505.00","$2,761,980.00","$16,713,236.50","$12,011,157.00","-$245,217.50","$108,218,282.50",Leveraged Bonds,2010-01-19,0.95%,,$0.95,2018-12-26,$0.35,1.71%,0.0,-0.3,21,78.86%,35%,15%,1099,$54.95,$56.16,$55.58,$56.11,57.83,A,A,B-,C+,A,,,6.7,0.00%,87.11%,0.0,0.00%,0.00%
34,UBT,ProShares Ultra 20+ Year Treasury,Bond,"$32,298,946.00",-1.16%,"28,323",$75.98,-1.23%,No,2x,0.93%,-1.91%,2.09%,-3.97%,40.50%,"$15,015,352.00",$0.00,"$13,112,318.25","-$11,451,673.75","-$19,575,792.25","$4,546,707.75",Leveraged Bonds,2010-01-19,0.95%,,$1.19,2018-12-26,$0.34,1.58%,0.0,-0.47,41,35.47%,35%,15%,1099,$74.00,$77.37,$75.67,$76.55,55.71,B,B+,C,C+,B,,,6.7,0.00%,87.11%,0.0,0.00%,0.00%
35,TYO,Direxion Daily 7-10 Year Treasury Bear 3X,Bond,"$17,248,776.00",-0.87%,"5,577",$13.70,1.03%,Yes,3x,-1.65%,-0.07%,-9.97%,-9.73%,-41.78%,"-$696,980.00",$0.00,"-$696,980.00","-$5,300,807.50","-$10,877,877.50","-$16,971,851.00",Leveraged Bonds,2009-04-16,1.07%,,$0.04,2018-12-27,$0.02,0.32%,0.0,0.41,1,100.00%,35%,15%,1099,$13.59,$14.07,$13.63,$13.73,39.88,B,B+,B-,B+,B+,,,,,,,,
36,TAPR,Barclays Inverse U.S. Treasury Aggregate ETN,Bond,"$14,247,120.00",0.17%,"3,284",$23.55,0.00%,Yes,No,-3.54%,1.51%,-9.67%,-8.54%,,"-$1,513,434.60","-$7,274.70","-$7,274.70","-$1,625,947.42","-$799,246.60","$4,516,715.29",Inverse Bonds,2014-07-14,0.43%,,$0.00,,,0.00%,0.0,1.0,5,100.00%,35%,15%,1099,$22.42,$25.06,,,39.8,,,A+,,,,,,,,,,
37,DLBS,iPath US Treasury Long Bond Bear Exchange Traded Note,Bond,"$13,774,033.00",0.84%,"7,698",$18.05,2.38%,Yes,No,-0.39%,2.67%,-7.86%,0.17%,-44.50%,"-$510,460.36","$14,489.15","-$501,453.11","-$3,253,559.22","-$9,022,345.34","-$15,388,476.37",Inverse Bonds,2010-08-09,0.75%,,$0.00,,,0.00%,0.0,0.79,1,100.00%,35%,15%,1099,$17.15,$19.10,$17.80,$18.17,42.45,A-,B+,B+,A+,C+,,,,,,,,
38,TYD,Direxion Daily 7-10 Year Treasury Bull 3X,Bond,"$12,984,185.00",-0.17%,"6,721",$43.63,-1.47%,No,3x,2.41%,-0.40%,8.36%,-10.14%,15.72%,"$6,519,754.00",$0.00,"$6,519,754.00","$4,536,873.50","$6,855,396.00","$9,294,158.00",Leveraged Bonds,2009-04-16,1.09%,,$0.48,2018-12-27,$0.17,1.10%,0.0,-0.56,2,100.00%,35%,15%,1099,$42.29,$43.89,$43.26,$43.92,57.66,B-,B,C+,C+,B+,,,,,,,,
39,TYBS,Direxion Daily 20+ Year Treasury Bear 1x Shares,Bond,"$5,099,674.00",0.49%,693,$20.38,0.59%,Yes,No,-0.49%,0.99%,-0.90%,-3.04%,-26.93%,$0.00,$0.00,$0.00,"-$21,795.50","-$8,522,157.50","-$135,121.00",Inverse Bonds,2011-03-23,0.48%,,$0.27,2018-12-27,$0.07,1.33%,0.0,0.3,16,74.89%,35%,15%,1099,$20.20,$20.65,$20.34,$20.40,44.4,A-,B+,A,A,B,,,,,,,,
41,DTYL,iPath US Treasury 10-year Bull Exchange Traded Note,Bond,"$4,942,254.00",2.81%,875,$77.17,0.69%,No,No,2.81%,2.81%,,,,$0.00,$0.00,$0.00,"-$366,733.98","-$374,624.33","$1,896,337.76",Government Bonds,2010-08-09,0.75%,,$0.00,,,0.00%,0.0,0.0,1,100.00%,35%,15%,1099,,,$77.06,$77.23,,C,C,C+,B-,B-,,,,,,,,
42,DTUL,iPath US Treasury 2-year Bull Exchange Traded Note,Bond,"$4,887,838.00",,,$55.03,0.55%,No,No,0.56%,0.56%,,,,$0.00,$0.00,$0.00,"$746,518.55","$1,278,473.90","$768,057.38",Government Bonds,2010-08-09,0.75%,,$0.00,,,0.00%,0.0,0.0,1,100.00%,35%,15%,1099,,,,,,,,C,,,,,,,,,,
43,DTUS,iPath US Treasury 2-year Bear Exchange Traded Note,Bond,"$4,843,426.00",-0.67%,"1,306",$37.00,-0.35%,Yes,No,-0.59%,0.14%,-1.07%,24.66%,-3.95%,$0.00,$0.00,$0.00,"-$4,796,163.92","-$10,019,875.96","-$8,771,419.23",Inverse Bonds,2010-08-09,0.75%,,$0.00,,,0.00%,0.0,0.38,1,100.00%,35%,15%,1099,$35.74,$40.99,$37.00,$37.00,37.19,A-,B-,B+,B,A+,,,,,,,,
44,FLAT,iPath US Treasury Flattener Exchange Traded Note,Bond,"$4,619,382.00",-2.29%,436,$64.77,0.02%,Yes,No,-2.29%,-2.29%,4.63%,5.70%,12.98%,$0.00,$0.00,$0.00,"$1,386,160.15","$885,686.89","-$639,242.28",Inverse Bonds,2010-08-09,0.75%,,$0.00,,,0.00%,0.0,-0.14,2,100.00%,35%,15%,1099,$61.94,$67.13,$64.00,$66.31,53.05,C,C+,B+,C+,B+,,,,,,,,
45,DFVL,iPath US Treasury 5-year Bull ETN,Bond,"$4,619,007.00",,,$60.34,-1.93%,No,No,-1.93%,,,,,$0.00,$0.00,$0.00,"-$86,259.49","$93,328.18","$3,889,968.70",Government Bonds,2011-07-12,0.75%,,$0.00,,,0.00%,0.0,0.0,1,100.00%,35%,15%,1099,,,,,,,,C,,,,,,,,,,
46,STPP,iPath US Treasury Steepener Exchange Traded Note,Bond,"$4,280,768.00",0.90%,"1,525",$29.87,0.00%,No,No,-0.42%,1.98%,-5.86%,-11.26%,-23.92%,$0.00,$0.00,$0.00,"$434,143.85","$2,108,969.05","-$13,130,525.97",Government Bonds,2010-08-09,0.75%,,$0.00,,,0.00%,0.0,0.1,2,100.00%,35%,15%,1099,$29.03,$30.00,,,51.1,C+,C+,C,A+,C,,,,,,,,
47,DFVS,iPath US Treasury 5-year Bear ETN,Bond,"$3,779,361.00",-2.81%,"1,938",$33.26,1.68%,Yes,No,-2.46%,-2.81%,-0.98%,21.74%,-15.09%,$0.00,$0.00,$0.00,"$2,992,517.13","$554,776.27","$759,105.63",Inverse Bonds,2011-07-12,0.75%,,$0.00,,,0.00%,0.0,0.59,1,100.00%,35%,15%,1099,$31.98,$38.54,$33.11,$33.34,40.02,B,B-,A-,A-,B-,,,,,,,,
49,TYNS,Direxion Daily 7-10 Year Treasury Bear 1x Shares,Bond,"$1,408,812.00",0.18%,600,$28.16,0.54%,Yes,No,-0.41%,0.34%,-1.66%,-3.23%,-14.29%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Inverse Bonds,2011-03-23,0.48%,,$0.36,2018-12-27,$0.10,1.27%,0.0,0.12,21,73.68%,35%,15%,1099,$28.05,$28.35,$28.13,$28.18,43.19,B+,C,A,B+,A-,,,,,,,,
50,DLBL,iPath US Treasury Long Bond Bull Exchange Traded Note,Bond,"$593,714.00",,,$75.08,-4.14%,No,No,,,,,,$0.00,$0.00,$0.00,"-$3,648,439.59","-$4,564,286.90","-$1,140,420.16",Government Bonds,2010-08-09,0.75%,,$0.00,,,0.00%,,0.0,1,100.00%,35%,15%,1099,,,,,,C,C,C,C+,C+,,,,,,,,
