,Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
10,IYE,,Equity,"US$860,360,610.00 ",13.35%,"897,750",US$35.32 ,1.67%,No,No,2.88%,8.11%,-12.35%,16.91%,-15.51%,"(US$11,168,403.00)","(US$25,491,336.50)","(US$22,221,539.50)","(US$217,632,331.00)","(US$238,080,910.50)","(US$483,625,910.50)",Energy Equities,2000-06-12,0.43%,,US$0.98 ,17/12/2018,US$0.23 ,2.84%,24.66,1.11,70.0,68.52%,35%,15%,1099.0,US$32.78 ,US$35.14 ,US$35.03 ,US$35.58 ,57.46,A,A,B+,B,A-,A-,A-,4.23,33.45%,12.38%,623.52,0.00%,0.40%
11,MLPX,,Equity,"US$752,763,961.00 ",17.02%,"768,018",US$12.79 ,0.79%,No,No,2.16%,9.32%,-3.24%,39.84%,-3.85%,"US$99,487,319.00 ","US$31,092,668.50 ","US$75,337,333.50 ","US$385,673,816.00 ","US$675,132,805.50 ","US$782,934,305.50 ",MLPs,2013-08-06,0.45%,2 Platforms,US$0.65 ,28/12/2018,US$0.02 ,5.15%,19.17,1.2,34.0,71.62%,35%,15%,1099.0,US$11.82 ,US$12.90 ,US$12.67 ,US$12.87 ,60.78,,,A,,,,,4.22,32.40%,12.07%,669.34,9.69%,0.44%
12,FENY,,Equity,"US$482,354,573.00 ",13.57%,"409,195",US$17.74 ,1.72%,No,No,2.90%,8.37%,-12.84%,17.08%,-16.59%,"US$11,996,185.50 ",US$0.00 ,"US$2,514,329.00 ","(US$19,878,180.50)","US$187,425,148.50 ","US$561,994,918.50 ",Energy Equities,2013-10-21,0.08%,Fidelity,US$0.50 ,21/12/2018,US$0.12 ,2.89%,17.1,1.03,133.0,66.21%,35%,15%,1099.0,US$16.46 ,US$17.64 ,US$17.59 ,US$17.86 ,57.37,A+,B+,A+,,A,B+,,4.21,31.36%,11.84%,580.03,0.00%,0.23%
13,AMZA,,Equity,"US$467,628,926.00 ",20.09%,"1,098,177",US$5.95 ,1.36%,No,No,2.94%,8.24%,-19.37%,22.37%,,"(US$5,050,665.50)","(US$291,605.00)","(US$3,482,963.00)","US$46,592,269.50 ","US$756,064,536.63 ","US$791,508,148.66 ",MLPs,2014-10-01,1.93%,,US$1.18 ,22/1/2019,US$0.08 ,20.07%,12.51,1.68,31.0,83.78%,35%,15%,1099.0,US$5.54 ,US$5.98 ,,,56.5,,,C,,,,,3.26,4.88%,1.92%,527.62,0.00%,0.00%
14,ERX,,Equity,"US$421,803,581.00 ",42.24%,"3,750,248",US$21.55 ,5.28%,No,3x,9.11%,25.36%,-44.74%,10.22%,-70.45%,"(US$19,559,774.50)","(US$6,910,634.50)","(US$23,629,575.00)","US$86,426,083.50 ","(US$321,485,217.79)","US$452,482,782.37 ",Leveraged Equities,2008-11-06,1.10%,,US$0.47 ,27/12/2018,US$0.08 ,2.29%,15.96,3.28,2.0,100.00%,35%,15%,1099.0,US$17.28 ,US$21.10 ,US$21.03 ,US$21.99 ,56.35,C+,A,C,C,C,,,,,,,,
15,ATMP,,Equity,"US$378,676,762.00 ",13.14%,"281,227",US$20.06 ,0.91%,No,No,1.83%,6.48%,-5.84%,35.37%,-8.16%,"(US$9,125,467.32)","US$1,601,988.46 ","(US$2,656,708.52)","US$12,948,254.69 ","US$170,798,426.41 ","US$335,746,103.67 ",MLPs,2013-03-12,0.95%,,US$0.51 ,29/11/2018,US$0.26 ,2.56%,0.0,1.0,25.0,60.39%,35%,15%,1099.0,US$18.94 ,US$20.11 ,,,59.64,,B+,C+,,,C,,,,,,,
16,IEO,,Equity,"US$346,671,731.00 ",13.77%,"182,074",US$58.74 ,0.22%,No,No,1.50%,7.29%,-10.96%,23.94%,-20.67%,"(US$20,290,646.50)","(US$5,748,408.00)","(US$20,227,543.00)","US$38,259,931.00 ","(US$29,848,362.50)","US$84,040,637.50 ",Energy Equities,2006-05-05,0.43%,,US$0.86 ,17/12/2018,US$0.34 ,1.47%,17.61,1.29,67.0,64.76%,35%,15%,1099.0,US$55.21 ,US$59.60 ,,,54.01,B+,B+,B+,A-,B+,C,A-,4.25,34.15%,12.74%,589.41,0.00%,0.21%
17,TPYP,,Equity,"US$324,488,940.00 ",15.72%,"236,485",US$23.04 ,0.79%,No,No,2.86%,9.98%,2.78%,49.18%,,"US$1,678,375.00 ","(US$2,280,660.00)","(US$347,515.00)","US$186,747,415.00 ","US$288,485,605.00 ","US$289,791,760.00 ",Energy Equities,2015-06-30,0.40%,,US$0.91 ,28/12/2018,US$0.15 ,4.04%,18.86,0.84,69.0,63.75%,39%,20%,1099.0,US$21.09 ,US$23.12 ,US$22.89 ,US$23.12 ,63.86,A-,B,A+,,,B,B,4.68,49.83%,24.87%,696.46,8.02%,0.20%
18,AMU,,Equity,"US$278,332,040.00 ",13.79%,"302,727",US$15.93 ,1.14%,No,No,1.72%,6.20%,-10.12%,17.17%,-28.13%,"US$20,423,270.00 ",US$0.00 ,"US$14,737,790.00 ","(US$65,994,077.15)","(US$106,421,452.76)","US$298,368,481.17 ",MLPs,2012-07-18,0.80%,,US$0.55 ,28/11/2018,US$0.28 ,3.46%,0.0,1.1,39.0,0.62%,35%,15%,1099.0,US$15.09 ,US$16.01 ,,,57.01,A-,B,A,,B-,A-,,,,,,,
19,TAN,,Equity,"US$274,969,483.00 ",22.48%,"116,203",US$22.72 ,-2.45%,No,No,4.41%,16.81%,-7.53%,-3.05%,-35.69%,"(US$19,105,420.00)",US$0.00 ,"(US$14,639,668.00)","(US$122,542,739.20)","US$45,406,272.00 ","US$57,665,312.00 ",Alternative Energy Equities,2008-04-15,0.70%,,US$0.13 ,24/12/2018,US$0.13 ,0.55%,403.17,1.21,23.0,59.80%,35%,15%,1099.0,US$18.79 ,US$23.03 ,US$22.43 ,US$23.19 ,65.84,B,A,B-,A,C,A+,C+,5.28,71.78%,41.14%,212.46,6.66%,57.17%
20,GUSH,,Equity,"US$252,638,094.00 ",49.36%,"4,841,860",US$11.65 ,1.39%,No,3x,0.95%,20.73%,-60.35%,-53.37%,,"(US$14,901,244.00)","(US$4,712,730.00)","(US$15,333,216.00)","US$216,744,014.50 ","US$416,266,834.08 ","US$453,454,613.78 ",Leveraged Equities,2015-05-28,1.15%,,US$0.01 ,27/12/2018,US$0.00 ,0.11%,10.99,4.56,69.0,20.41%,35%,15%,1099.0,US$10.00 ,US$12.74 ,,,46.85,,A-,B+,,,,,,,,,,
21,GREK,,Equity,"US$240,786,486.00 ",5.94%,"338,611",US$7.31 ,-0.27%,No,No,1.95%,3.25%,-34.79%,10.26%,-63.48%,"(US$11,228,151.00)","(US$2,162,923.50)","(US$4,667,310.00)","(US$98,144,713.00)","US$44,616,308.50 ","US$366,933,808.50 ",Emerging Markets Equities,2011-12-07,0.59%,2 Platforms,US$0.17 ,28/12/2018,US$0.17 ,2.29%,18.1,1.5,28.0,68.56%,35%,15%,1099.0,US$6.95 ,US$7.43 ,US$7.28 ,US$7.35 ,53.88,C,A,C,C,C,B-,C+,,,,,,
22,XES,,Equity,"US$219,078,362.00 ",25.08%,"1,769,577",US$11.27 ,2.83%,No,No,1.26%,14.53%,-36.37%,-24.74%,-70.38%,"(US$21,148,878.00)","(US$2,702,776.00)","(US$31,657,668.50)","(US$39,724,427.50)","US$229,268,136.00 ","US$317,342,663.00 ",Energy Equities,2006-06-19,0.35%,,US$0.10 ,24/12/2018,US$0.03 ,0.94%,14.91,1.69,41.0,34.18%,35%,15%,1099.0,US$10.01 ,US$11.35 ,US$11.01 ,US$11.49 ,54.92,B+,A-,A-,A,C+,B,B,4.1,27.87%,9.95%,167.51,0.00%,0.36%
23,RYE,,Equity,"US$213,455,141.00 ",16.39%,"120,205",US$50.21 ,0.84%,No,No,1.66%,9.94%,-14.79%,18.30%,-28.25%,"US$13,631,809.00 ",US$0.00 ,"US$4,994,887.00 ","(US$16,535,059.00)","US$60,320,296.00 ","US$259,116,611.80 ",Energy Equities,2006-11-07,0.40%,Charles Schwab,US$0.94 ,24/12/2018,US$0.23 ,1.88%,25.76,1.24,31.0,35.38%,35%,15%,1099.0,US$46.20 ,US$50.82 ,US$49.85 ,US$50.60 ,56.7,A-,B,B+,A-,A-,B+,B,4.44,42.16%,17.12%,638.86,0.00%,0.17%
24,FXN,,Equity,"US$210,652,489.00 ",14.77%,"597,889",US$13.21 ,0.08%,No,No,0.46%,8.10%,-12.33%,5.95%,-40.66%,"(US$29,129,270.50)","(US$12,476,646.50)","(US$26,785,778.50)","US$34,554,203.00 ","US$67,540,889.64 ","US$90,337,376.96 ",Energy Equities,2007-05-08,0.63%,,US$0.17 ,18/12/2018,US$0.07 ,1.24%,16.15,1.32,42.0,39.77%,35%,15%,1099.0,US$12.42 ,US$13.61 ,,,51.76,B-,A-,C,B+,B-,B-,B+,3.68,14.29%,4.35%,510.41,0.00%,0.18%
25,ICLN,,Equity,"US$190,655,299.00 ",15.01%,"100,195",US$9.50 ,0.11%,No,No,3.20%,11.76%,2.40%,19.41%,4.44%,"US$2,724,763.00 ","US$1,831,378.00 ","US$2,724,763.00 ","US$36,176,880.00 ","US$99,802,576.00 ","US$144,276,576.00 ",Alternative Energy Equities,2008-06-24,0.47%,,US$0.23 ,18/12/2018,US$0.10 ,2.42%,14.54,0.91,33.0,51.68%,35%,15%,1099.0,US$8.40 ,US$9.52 ,US$9.45 ,US$9.56 ,70.94,A-,A-,A+,B,B,A-,B+,6.34,91.64%,77.34%,541.67,2.52%,73.71%
26,IEZ,,Equity,"US$176,131,656.00 ",22.33%,"217,198",US$24.98 ,2.13%,No,No,0.44%,12.93%,-33.97%,-19.60%,-55.37%,"(US$6,849,184.00)","(US$10,921,599.00)","(US$9,942,656.50)","US$44,516,556.50 ","US$40,102,259.50 ","(US$17,886,019.50)",Energy Equities,2006-05-05,0.43%,,US$0.37 ,17/12/2018,US$0.09 ,1.49%,25.07,1.44,41.0,60.78%,35%,15%,1099.0,US$22.52 ,US$25.36 ,US$24.60 ,US$25.33 ,54.53,B+,B+,B,A-,B,B,B+,4.54,44.60%,19.23%,131.59,0.00%,0.28%
27,PZD,,Equity,"US$159,098,901.00 ",10.89%,"9,031",US$40.81 ,0.34%,No,No,1.67%,9.64%,-8.52%,55.69%,39.04%,US$0.00 ,US$0.00 ,US$0.00 ,"US$10,840,848.50 ","US$61,319,193.00 ","US$54,004,648.00 ",Alternative Energy Equities,2006-10-24,0.67%,,US$0.23 ,24/12/2018,US$0.02 ,0.56%,22.07,1.2,51.0,30.85%,35%,15%,1099.0,US$37.20 ,US$41.03 ,US$40.64 ,US$40.96 ,61.15,B,B,B,B,A+,C,A,6.65,86.75%,85.20%,52.33,0.00%,27.41%
28,PBW,,Equity,"US$106,368,562.00 ",17.91%,"17,089",US$25.22 ,-1.18%,No,No,2.77%,13.50%,4.01%,32.41%,-15.32%,"(US$4,751,781.00)","(US$1,237,266.00)","(US$4,751,781.00)","(US$9,181,163.50)","(US$100,956,617.85)","(US$145,473,439.35)",Alternative Energy Equities,2005-03-03,0.70%,,US$0.44 ,24/12/2018,US$0.11 ,1.71%,38.32,1.05,40.0,35.15%,35%,15%,1099.0,US$22.09 ,US$25.54 ,,,63.62,B-,A+,C+,B+,B-,B-,A-,5.44,79.44%,46.69%,195.86,3.06%,37.75%
29,DIG,,Equity,"US$102,092,552.00 ",27.82%,"222,856",US$29.82 ,3.36%,No,2x,6.05%,16.67%,-29.25%,14.57%,-47.72%,"(US$4,060,232.00)","(US$1,407,839.50)","(US$4,060,232.00)","(US$112,232.00)","(US$82,223,085.00)","US$31,938,915.00 ",Leveraged Equities,2007-01-30,0.95%,,US$0.54 ,26/12/2018,US$0.12 ,1.88%,15.97,2.23,70.0,67.51%,35%,15%,1099.0,US$25.76 ,US$29.48 ,US$29.35 ,US$30.21 ,56.66,B,A-,C,C,B,,,4.23,0.00%,12.38%,623.64,0.00%,0.39%
30,FCG,,Equity,"US$99,369,926.00 ",16.67%,"341,963",US$17.15 ,0.59%,No,No,-0.46%,7.73%,-24.25%,-14.47%,-80.84%,"(US$4,390,592.50)","(US$5,981,058.00)","(US$4,390,592.50)","(US$42,018,741.50)","(US$26,447,731.57)","US$48,915,689.09 ",Energy Equities,2007-05-11,0.60%,,US$0.22 ,18/12/2018,US$0.02 ,1.26%,15.74,1.43,35.0,45.36%,35%,15%,1099.0,US$16.20 ,US$17.76 ,,,51.08,C+,A,B-,C+,C,A-,C,3.56,10.80%,3.44%,685.92,0.00%,0.01%
31,MLPC,,Equity,"US$97,255,200.00 ",15.32%,"1,910",US$13.89 ,1.46%,No,No,2.13%,7.93%,-11.20%,20.88%,-31.61%,US$0.00 ,US$0.00 ,US$0.00 ,US$0.00 ,US$0.00 ,"US$158,040,000.00 ",MLPs,2013-09-26,0.95%,,US$0.48 ,31/12/2018,US$0.25 ,3.48%,0.0,1.24,20.0,40.00%,35%,15%,1099.0,US$12.94 ,US$13.93 ,US$13.78 ,US$13.94 ,58.69,,,C+,,,,,,,,,,
32,QCLN,,Equity,"US$92,021,125.00 ",11.41%,"16,315",US$19.63 ,1.03%,No,No,2.56%,10.59%,-3.86%,40.58%,9.05%,"(US$880,355.50)",US$0.00 ,US$0.00 ,"US$2,182,323.00 ","US$13,234,579.50 ","(US$23,397,283.50)",Alternative Energy Equities,2007-02-14,0.60%,,US$0.18 ,18/12/2018,US$0.08 ,0.93%,18.11,1.13,40.0,55.56%,35%,15%,1099.0,US$17.67 ,US$19.65 ,US$19.46 ,US$19.79 ,61.39,A,A,A,A+,B,B,B+,5.33,74.22%,42.82%,150.95,9.01%,41.49%
33,GEX,,Equity,"US$88,119,185.00 ",11.98%,"5,808",US$61.14 ,0.20%,No,No,2.76%,10.86%,-2.96%,29.91%,12.45%,US$0.00 ,US$0.00 ,US$0.00 ,"US$244,859.00 ","(US$13,391,490.00)","(US$9,897,333.92)",Alternative Energy Equities,2007-05-09,0.63%,,US$0.34 ,20/12/2018,US$0.34 ,0.55%,14.03,1.0,31.0,65.54%,35%,15%,1099.0,US$55.14 ,US$61.38 ,US$60.97 ,US$61.46 ,63.35,B,B+,A-,A,B+,C+,B-,6.54,94.43%,82.86%,244.31,0.00%,62.30%
36,FAN,,Equity,"US$73,166,094.00 ",12.83%,"22,995",US$12.93 ,0.78%,No,No,4.27%,12.29%,-2.87%,33.35%,32.98%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$18,378,713.00)","US$22,828,614.50 ","(US$19,910,987.98)",Alternative Energy Equities,2008-06-16,0.60%,,US$0.31 ,18/12/2018,US$0.06 ,2.40%,13.93,0.87,44.0,54.73%,35%,15%,1099.0,US$11.39 ,US$12.88 ,US$12.90 ,US$12.96 ,72.95,A+,B+,A,A-,A-,A-,A-,6.76,96.52%,88.44%,931.37,19.72%,49.77%
37,KOL,,Equity,"US$58,107,188.00 ",12.42%,"25,711",US$14.12 ,-0.70%,No,No,1.22%,7.62%,-16.74%,167.62%,-3.76%,"(US$3,261,343.00)",US$0.00 ,"(US$1,375,501.00)","(US$38,157,537.50)","(US$30,745,922.00)","(US$41,540,963.50)",Energy Equities,2008-01-10,0.60%,,US$0.82 ,20/12/2018,US$0.82 ,5.77%,7.4,0.99,26.0,58.97%,35%,15%,1099.0,US$12.98 ,US$14.27 ,US$14.08 ,US$14.17 ,60.19,B,B+,B-,C,A-,A,B-,4.63,47.39%,21.36%,1149.36,0.00%,0.19%
38,ENFR,,Equity,"US$57,524,590.00 ",17.42%,"40,071",US$21.30 ,1.28%,No,No,2.82%,9.79%,-4.55%,42.33%,-4.48%,"US$2,883,595.00 ",US$0.00 ,"US$1,012,791.00 ","US$12,605,768.50 ","US$44,123,681.50 ","US$60,263,177.14 ",Energy Equities,2013-10-31,0.65%,Charles Schwab,US$0.72 ,20/12/2018,US$0.19 ,3.42%,17.71,0.99,38.0,65.48%,35%,15%,1099.0,US$19.64 ,US$21.38 ,US$21.13 ,US$21.40 ,61.88,,,A,,,,,4.23,32.75%,12.27%,657.87,8.40%,0.45%
39,PXI,,Equity,"US$56,765,782.00 ",14.16%,"42,113",US$32.41 ,0.34%,No,No,1.57%,7.60%,-19.23%,8.76%,-35.44%,"(US$1,586,225.00)","(US$1,586,225.00)","(US$1,586,225.00)","(US$21,198,209.00)","(US$37,821,908.00)","(US$20,403,333.00)",Energy Equities,2006-10-12,0.60%,,US$0.26 ,24/12/2018,US$0.08 ,0.81%,17.03,1.31,37.0,36.82%,35%,15%,1099.0,US$30.37 ,US$32.74 ,,,53.65,B,C+,B-,A,B+,B-,B+,3.67,12.89%,4.18%,620.97,0.00%,3.30%
40,ZMLP,,Equity,"US$49,964,192.00 ",15.86%,"46,539",US$13.73 ,1.40%,No,No,1.18%,7.10%,-11.15%,18.52%,-45.22%,"US$2,037,410.50 ","US$2,020,429.50 ","US$2,037,410.50 ","(US$7,788,778.00)","US$18,679,403.00 ","US$119,698,948.00 ",MLPs,2014-01-23,0.65%,Charles Schwab,US$1.60 ,27/12/2018,US$0.40 ,11.77%,11.56,1.23,26.0,44.21%,35%,15%,1099.0,US$12.92 ,US$13.81 ,,,57.87,,,A,,,,,,,,,,
41,PBD,,Equity,"US$49,035,458.00 ",12.19%,"12,150",US$11.69 ,-0.26%,No,No,1.96%,11.02%,-12.05%,21.77%,2.08%,"(US$1,098,017.00)",US$0.00 ,"(US$1,098,017.00)","(US$2,600,086.50)","(US$15,489,156.00)","(US$34,541,511.00)",Alternative Energy Equities,2007-06-13,0.75%,,US$0.19 ,24/12/2018,US$0.10 ,1.68%,32.81,1.06,110.0,18.18%,35%,15%,1099.0,US$10.47 ,US$11.77 ,US$11.65 ,US$11.75 ,64.11,B+,A-,C,A-,B+,B+,A+,6.23,90.59%,74.09%,380.37,2.55%,50.17%
42,FILL,,Equity,"US$48,953,885.00 ",9.90%,"29,585",US$20.32 ,0.94%,No,No,1.93%,5.12%,-7.40%,38.78%,-2.91%,US$0.00 ,US$0.00 ,US$0.00 ,"US$17,628,861.00 ","US$15,031,425.00 ","US$46,903,425.00 ",Energy Equities,2012-01-31,0.39%,,US$0.59 ,18/12/2018,US$0.32 ,2.90%,20.41,1.02,212.0,56.41%,35%,15%,1099.0,US$19.34 ,US$20.24 ,US$20.20 ,US$20.42 ,56.53,A-,C+,A-,B-,A+,B,A+,4.75,51.22%,26.81%,583.89,0.42%,0.88%
43,MLPY,,Equity,"US$44,685,174.00 ",12.29%,"4,152",US$6.12 ,1.16%,No,No,2.09%,5.52%,-14.20%,30.84%,-48.84%,US$0.00 ,US$0.00 ,US$0.00 ,US$0.00 ,US$0.00 ,"US$63,159,369.63 ",MLPs,2011-03-16,0.85%,,US$0.32 ,11/10/2018,US$0.16 ,5.20%,0.0,1.18,27.0,47.64%,35%,15%,1099.0,US$5.74 ,US$6.16 ,US$6.04 ,US$6.16 ,56.79,B+,B-,B,B+,B+,A,,,,,,,
44,DRIP,,Equity,"US$44,078,170.00 ",-39.17%,"4,042,060",US$10.70 ,-1.47%,Yes,3x,-2.28%,-21.78%,-8.31%,-89.50%,,"US$15,739,422.50 ","(US$164,880.50)","US$18,965,926.50 ","(US$25,677,417.00)","US$52,029,961.49 ","US$61,016,361.09 ",Leveraged Equities,2015-05-28,1.07%,,US$0.10 ,27/12/2018,US$0.06 ,0.94%,0.0,-4.3,68.0,20.64%,35%,15%,1099.0,US$9.62 ,US$13.03 ,,,44.86,,,C,,,,,,,,,,
45,PXE,,Equity,"US$43,804,350.00 ",12.00%,"58,076",US$19.45 ,0.05%,No,No,0.18%,4.37%,-13.92%,7.20%,-31.38%,"(US$3,870,111.50)","(US$982,202.50)","(US$3,870,111.50)","US$5,407,108.50 ","(US$17,844,742.50)","US$220,138.50 ",Energy Equities,2005-10-26,0.65%,,US$0.22 ,24/12/2018,US$0.07 ,1.14%,16.57,1.44,30.0,50.81%,35%,15%,1099.0,US$18.73 ,US$19.92 ,US$19.30 ,US$19.59 ,49.58,B,B,C+,A+,B+,C+,B-,3.8,18.82%,5.69%,547.83,0.00%,0.28%
