,Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
16,FDT,First Trust Developed Markets ex-US AlphaDEX Fund,Equity,"US$1,006,732,618.00 ",9.24%,"232,169",US$53.55 ,-0.48%,No,No,0.45%,6.78%,-17.63%,28.94%,18.59%,"(US$22,258,524.50)","US$5,371,107.00 ","(US$12,410,086.50)","US$249,071,157.00 ","US$932,504,410.00 ","US$1,017,660,559.50 ",Foreign Large Cap Equities,2011-04-19,0.80%,,US$1.04 ,18/12/2018,US$0.25 ,1.95%,9.62,0.88,298,6.83%,35%,15%,1099.0,US$50.17 ,US$54.27 ,US$53.41 ,US$53.73 ,60.1,B,B+,C,A,B+,B-,B+,5.44,49.54%,46.53%,347.17,5.75%,6.09%
17,IPAC,iShares Core MSCI Pacific ETF,Equity,"US$944,061,475.00 ",6.91%,"130,285",US$54.12 ,-0.46%,No,No,0.35%,3.80%,-11.31%,31.83%,,"US$52,037,178.00 ",US$0.00 ,"US$21,201,708.00 ","US$145,990,380.00 ","US$191,729,818.00 ","US$832,573,818.00 ",Asia Pacific Equities,2014-06-10,0.10%,,US$1.49 ,18/12/2018,US$0.78 ,2.75%,12.57,0.81,880,13.33%,35%,15%,1099.0,US$51.97 ,US$54.54 ,US$54.01 ,US$54.23 ,57.24,,,A,,,,,5.76,75.37%,58.10%,184.85,9.60%,8.18%
18,GWX,SPDR S&P International Small Cap ETF,Equity,"US$851,962,282.00 ",6.63%,"304,579",US$29.77 ,-0.27%,No,No,0.51%,4.20%,-17.78%,22.27%,14.76%,"US$36,274,787.00 ",US$0.00 ,US$0.00 ,"US$40,823,939.00 ","US$129,866,938.00 ","US$80,798,935.00 ",Small Cap Blend Equities,2007-04-26,0.40%,,US$0.82 ,24/12/2018,US$0.74 ,2.74%,12.88,0.88,1920,8.00%,35%,15%,1099.0,US$28.48 ,US$29.96 ,US$29.70 ,US$29.85 ,57.02,A-,A,A,B,B+,B,B+,,,,,,
19,DWM,WisdomTree DEFA,Equity,"US$840,732,882.00 ",6.27%,"142,006",US$49.52 ,0.10%,No,No,0.98%,3.64%,-12.61%,23.37%,14.76%,"(US$508,385.00)","(US$12,307,065.00)","(US$508,385.00)","US$39,973,667.50 ","US$189,141,623.50 ","US$349,402,400.00 ",Foreign Large Cap Equities,2006-06-16,0.48%,E*TRADE,US$1.80 ,24/12/2018,US$0.33 ,3.66%,13.71,0.82,754,15.95%,35%,15%,1099.0,US$47.59 ,US$49.68 ,US$49.41 ,US$49.63 ,59.35,A-,B+,B-,B,A,A-,A-,6.58,71.37%,83.72%,203.96,12.85%,5.36%
20,DFJ,WisdomTree Japan SmallCap Dividend,Equity,"US$762,657,893.00 ",5.29%,"125,913",US$67.80 ,-0.32%,No,No,0.01%,1.68%,-18.51%,31.99%,47.46%,"(US$6,781,742.00)",US$0.00 ,"(US$6,781,742.00)","US$83,343,305.50 ","US$381,226,807.50 ","US$452,416,648.00 ",Japan Equities,2006-06-16,0.58%,E*TRADE,US$1.22 ,24/12/2018,US$0.58 ,1.82%,13.84,0.68,760,6.33%,35%,15%,1099.0,US$66.12 ,US$68.32 ,US$67.63 ,US$67.94 ,52.37,B,A-,C,C,A,B,A,4.6,1.68%,20.60%,128.12,3.64%,2.06%
21,HEWJ,iShares Currency Hedged MSCI Japan ETF,Equity,"US$709,858,421.00 ",6.55%,"1,000,245",US$29.93 ,0.07%,No,No,0.30%,4.32%,-11.43%,14.49%,,"(US$115,559,248.50)","(US$29,649,914.00)","(US$112,773,630.00)","(US$344,716,863.50)","(US$237,686,882.50)","US$632,316,617.50 ",Japan Equities,2014-01-31,0.48%,,US$0.39 ,28/12/2018,US$0.12 ,1.29%,12.6,0.99,2,100.00%,35%,15%,1099.0,US$28.54 ,US$30.21 ,US$29.85 ,US$30.01 ,53.04,B,A,C+,,B-,B+,,,,,,,
22,DBJP,Xtrackers MSCI Japan Currency-Hedged Equity Fund,Equity,"US$623,050,274.00 ",6.58%,"423,237",US$38.69 ,0.13%,No,No,0.31%,4.26%,-11.49%,14.22%,35.10%,"(US$30,638,472.00)",US$0.00 ,"(US$30,638,472.00)","(US$865,405,514.00)","(US$986,959,677.00)","US$97,696,446.00 ",Japan Equities,2011-06-09,0.46%,E*TRADE,US$1.40 ,19/12/2018,US$0.40 ,3.67%,12.59,1.01,282,20.95%,35%,15%,1099.0,US$36.90 ,US$39.04 ,US$38.59 ,US$38.78 ,53.22,A+,A,B+,A+,B-,A,B+,5.65,68.26%,53.84%,122.11,9.85%,8.90%
23,EWS,iShares MSCI Singapore ETF,Equity,"US$530,489,808.00 ",6.02%,"592,685",US$23.43 ,-0.55%,No,No,-0.42%,4.64%,-11.67%,39.64%,15.32%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$84,748,449.50)","(US$44,149,523.00)","(US$390,276,711.00)",Asia Pacific Equities,1996-03-12,0.47%,,US$0.93 ,18/12/2018,US$0.44 ,3.99%,13.14,0.86,31,69.13%,35%,15%,1099.0,US$22.59 ,US$23.99 ,US$23.37 ,US$23.48 ,57.08,B+,A,B+,C+,A,A-,C+,6.48,94.78%,81.10%,145.51,6.11%,7.51%
25,DOL,WisdomTree International LargeCap Dividend,Equity,"US$392,082,805.00 ",6.44%,"48,029",US$45.26 ,0.04%,No,No,1.21%,3.83%,-11.79%,22.35%,10.53%,US$0.00 ,US$0.00 ,US$0.00 ,"US$7,474,606.50 ","US$3,368,769.50 ","US$150,376,882.50 ",Foreign Large Cap Equities,2006-06-16,0.48%,E*TRADE,US$1.71 ,24/12/2018,US$0.30 ,3.81%,13.34,0.81,241,20.34%,35%,15%,1099.0,US$43.46 ,US$45.34 ,US$45.17 ,US$45.37 ,59.72,B+,B+,B-,B-,B+,A,B+,6.7,84.07%,87.27%,164.22,15.86%,4.32%
26,HFXI,IQ 50 Percent Hedged FTSE International ETF,Equity,"US$363,206,543.00 ",6.60%,"162,413",US$19.37 ,-0.31%,No,No,0.68%,4.65%,-9.97%,23.61%,,"(US$5,509,686.00)",US$0.00 ,"(US$5,509,686.00)","(US$48,736,570.71)","US$331,004,852.79 ","US$367,613,479.79 ",Foreign Large Cap Equities,2015-07-22,0.20%,,US$0.79 ,27/12/2018,US$0.31 ,4.05%,14.2,0.82,789,11.52%,35%,15%,1099.0,US$18.51 ,US$19.49 ,,,57.05,,B,A-,,,C,,6.53,66.32%,82.39%,165.57,11.81%,7.00%
28,PDN,Invesco FTSE RAFI Developed Markets ex-U.S. Small-Mid ETF,Equity,"US$348,732,716.00 ",7.15%,"231,060",US$29.53 ,-0.30%,No,No,0.14%,4.53%,-16.76%,28.03%,22.05%,"US$1,085,501.00 ",US$0.00 ,"(US$7,210,630.00)","US$139,790,400.00 ","US$184,262,323.00 ","US$227,491,658.50 ",Foreign Small & Mid Cap Equities,2007-09-27,0.49%,,US$0.61 ,24/12/2018,US$0.12 ,2.06%,17.34,0.81,1481,2.07%,35%,15%,1099.0,US$28.18 ,US$29.74 ,US$29.44 ,US$29.65 ,56.72,B,B+,B,B+,B+,B-,A,5.36,40.37%,43.57%,219.5,5.00%,4.99%
29,IVLU,iShares Edge MSCI Intl Value Factor ETF,Equity,"US$303,309,410.00 ",7.36%,"115,837",US$23.48 ,-0.63%,No,No,0.13%,4.17%,-13.82%,24.73%,,US$0.00 ,US$0.00 ,US$0.00 ,"US$179,196,294.00 ","US$284,818,294.00 ","US$308,448,294.00 ",Foreign Large Cap Equities,2015-06-16,0.30%,,US$0.62 ,18/12/2018,US$0.29 ,2.61%,9.02,0.88,385,18.10%,39%,20%,1099.0,US$22.48 ,US$23.73 ,US$23.42 ,US$23.54 ,57.4,B+,B,A-,,,C+,A,5.8,13.08%,59.30%,208.72,13.68%,5.10%
32,IDOG,ALPS International Sector Dividend Dogs ETF,Equity,"US$268,793,886.00 ",8.69%,"92,534",US$25.89 ,-0.04%,No,No,1.65%,6.63%,-9.62%,29.35%,12.47%,"(US$11,829,311.00)",US$0.00 ,US$0.00 ,"(US$40,874,644.50)","US$135,426,382.50 ","US$202,944,153.54 ",Foreign Large Cap Equities,2013-06-27,0.50%,Charles Schwab,US$1.07 ,20/12/2018,US$0.16 ,4.15%,12.56,0.79,51,21.96%,35%,15%,1099.0,US$24.23 ,US$26.02 ,,,64.27,B+,B+,B,,B+,A,C+,6.57,70.73%,83.47%,292.22,17.62%,5.11%
33,DTH,WisdomTree DEFA Equity Income Fund,Equity,"US$259,480,293.00 ",6.44%,"41,368",US$39.50 ,-0.03%,No,No,0.97%,4.00%,-11.66%,24.14%,8.45%,"(US$9,315,250.50)",US$0.00 ,"(US$1,929,956.50)","(US$43,697,393.00)","(US$14,314,687.50)","US$37,675,908.50 ",Foreign Large Cap Equities,2006-06-16,0.58%,E*TRADE,US$1.71 ,24/12/2018,US$0.32 ,4.36%,12.88,0.81,462,21.36%,35%,15%,1099.0,US$37.86 ,US$39.66 ,,,60.24,B+,B+,C+,B,B-,A,A-,6.55,68.39%,82.91%,249.61,14.46%,3.86%
34,DIM,WisdomTree International MidCap Dividend,Equity,"US$244,570,628.00 ",7.56%,"28,795",US$61.04 ,-0.16%,No,No,0.46%,5.33%,-13.61%,27.27%,23.87%,"(US$11,320,394.00)",US$0.00 ,US$0.00 ,"US$6,787,937.50 ","US$84,703,731.00 ","US$109,051,046.50 ",Global Equities,2006-06-16,0.58%,E*TRADE,US$1.86 ,24/12/2018,US$0.36 ,3.06%,14.34,0.84,606,6.54%,35%,15%,1099.0,US$57.96 ,US$61.75 ,US$60.95 ,US$61.19 ,60.25,B-,B+,C+,A-,B,C+,B,6.22,37.82%,73.62%,322.87,7.30%,8.68%
35,DOO,WisdomTree International Dividend ex-Financials Fund,Equity,"US$177,563,315.00 ",6.31%,"22,092",US$40.29 ,0.00%,No,No,1.64%,4.46%,-8.45%,22.33%,7.71%,"US$7,858,668.00 ",US$0.00 ,"US$7,858,668.00 ","(US$13,071,468.50)","(US$64,010,118.50)","(US$105,367,210.00)",Foreign Large Cap Equities,2006-06-16,0.58%,E*TRADE,US$1.59 ,24/12/2018,US$0.29 ,3.99%,13.95,0.73,89,18.90%,35%,15%,1099.0,US$38.39 ,US$40.32 ,,,61.28,B-,B+,C+,C+,A-,A,C+,6.79,88.86%,88.88%,350.27,20.14%,5.16%
36,SCJ,iShares MSCI Japan Small Cap ETF,Equity,"US$144,764,480.00 ",6.06%,"114,748",US$69.18 ,-0.27%,No,No,0.52%,2.63%,-16.70%,30.26%,43.58%,"(US$89,316,425.00)","(US$75,751,357.00)","(US$89,316,425.00)","(US$168,042,035.00)","(US$10,202,366.00)","US$61,170,634.00 ",Japan Equities,2007-12-20,0.47%,,US$0.94 ,18/12/2018,US$0.53 ,1.38%,14.27,0.67,967,5.76%,35%,15%,1099.0,US$66.81 ,US$69.50 ,US$69.02 ,US$69.33 ,54.34,A,A-,B-,B-,A,A-,A+,4.33,2.09%,14.61%,117.1,2.98%,3.42%
37,ENZL,iShares MSCI New Zealand ETF,Equity,"US$140,695,625.00 ",5.11%,"34,331",US$48.37 ,-0.47%,No,No,-1.35%,4.13%,0.88%,55.28%,58.92%,"(US$6,881,748.00)",US$0.00 ,US$0.00 ,"US$963,873.50 ","US$51,984,203.50 ","(US$13,505,296.50)",Asia Pacific Equities,2010-09-01,0.47%,,US$1.65 ,18/12/2018,US$0.83 ,3.40%,17.6,0.93,31,65.93%,35%,15%,1099.0,US$46.35 ,US$49.29 ,US$48.27 ,US$48.49 ,56.75,A,A-,A-,A,B+,A-,C+,6.96,97.01%,91.82%,160.24,3.43%,8.16%
38,IDLB,Invesco FTSE International Low Beta Equal Weight ETF,Equity,"US$132,142,779.00 ",6.51%,"17,372",US$27.51 ,0.15%,No,No,0.53%,4.13%,-10.67%,26.60%,,"US$1,342,268.00 ",US$0.00 ,"US$1,342,268.00 ","US$16,980,805.50 ","(US$15,866,025.50)","US$112,076,860.00 ",Foreign Large Cap Equities,2015-11-05,0.45%,,US$0.63 ,24/12/2018,US$0.16 ,2.30%,16.03,0.76,847,1.86%,39%,20%,1099.0,US$26.36 ,US$27.78 ,,,57.22,,A-,B-,,,,,5.76,83.49%,58.01%,234.44,8.56%,6.66%
39,FJP,First Trust Japan AlphaDEX Fund,Equity,"US$131,200,936.00 ",3.22%,"55,797",US$49.64 ,-0.66%,No,No,-1.49%,-0.10%,-19.18%,14.81%,19.89%,"(US$25,128,197.00)","(US$25,128,197.00)","(US$25,128,197.00)","US$38,226,799.50 ","US$45,139,913.00 ","US$26,702,617.23 ",Japan Equities,2011-04-26,0.80%,,US$0.74 ,18/12/2018,US$0.34 ,1.48%,11.3,0.71,101,17.64%,35%,15%,1099.0,US$49.33 ,US$50.59 ,US$49.47 ,US$49.80 ,47.58,C+,A-,C,B,B+,B-,C,4.77,11.18%,27.32%,402.71,14.08%,5.19%
41,JPXN,iShares JPX-Nikkei 400 ETF,Equity,"US$112,993,791.00 ",6.55%,"12,548",US$58.05 ,-0.48%,No,No,0.36%,2.83%,-14.24%,23.63%,,US$0.00 ,US$0.00 ,US$0.00 ,"US$19,092,630.00 ","(US$33,802,857.00)","US$8,362,824.00 ",Japan Equities,2001-10-26,0.48%,,US$0.87 ,18/12/2018,US$0.50 ,1.52%,12.7,0.83,415,14.81%,39%,20%,1099.0,US$56.05 ,US$58.43 ,US$57.93 ,US$58.25 ,54.87,B-,B+,B,,B,C+,,5.71,78.24%,56.20%,117.99,10.35%,8.99%
42,IVAL,ValueShares International Quantitative Value ETF,Equity,"US$89,080,640.00 ",11.81%,"11,452",US$27.93 ,-0.07%,No,No,0.36%,9.08%,-16.61%,32.46%,,US$0.00 ,US$0.00 ,US$0.00 ,"US$23,922,805.00 ","US$66,359,010.00 ","US$89,292,190.00 ",Foreign Large Cap Equities,2014-12-17,0.79%,,US$0.52 ,18/9/2017,US$0.05 ,1.61%,7.79,0.85,46,24.85%,35%,15%,1099.0,US$25.48 ,US$28.36 ,,,63.6,C+,B-,C,,A,B-,,5.81,93.58%,59.78%,222.31,4.74%,4.58%
43,DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,Equity,"US$88,959,850.00 ",5.36%,"19,463",US$38.83 ,-0.33%,No,No,-0.32%,2.58%,-16.54%,24.13%,58.49%,"(US$7,615,390.00)",US$0.00 ,"(US$7,615,390.00)","(US$126,134,214.00)","(US$83,570,470.00)","US$8,567,679.32 ",Japan Equities,2013-06-28,0.58%,E*TRADE,US$0.76 ,25/6/2018,US$0.76 ,1.95%,13.73,0.88,789,6.31%,35%,15%,1099.0,US$37.35 ,US$39.23 ,,,50.79,A-,A-,C,,B,A+,A,4.58,5.51%,20.14%,128.94,3.58%,2.06%
45,ISCF,iShares Edge MSCI Multifactor Intl Small-Cap ETF,Equity,"US$75,683,337.00 ",8.58%,"50,155",US$28.09 ,-0.32%,No,No,0.68%,6.04%,-16.53%,31.63%,,US$0.00 ,US$0.00 ,US$0.00 ,"US$50,324,991.00 ","US$73,688,462.00 ","US$76,191,462.00 ",Foreign Small & Mid Cap Equities,2015-04-28,0.40%,,US$0.55 ,18/12/2018,US$0.25 ,1.96%,11.88,0.84,690,10.32%,35%,15%,1099.0,US$26.54 ,US$28.28 ,US$28.02 ,US$28.13 ,59.54,,,C+,,,,,5.48,51.38%,48.10%,180.69,2.16%,3.38%
47,DEEF,Xtrackers FTSE Developed Ex US Comprehensive Factor ETF,Equity,"US$64,817,489.00 ",7.57%,"23,629",US$26.93 ,-0.19%,No,No,0.45%,5.05%,-11.75%,18.58%,,US$0.00 ,US$0.00 ,US$0.00 ,"US$27,275,282.50 ","US$66,777,869.50 ","US$66,777,869.50 ",Foreign Large Cap Equities,2015-11-24,0.35%,,US$0.70 ,19/12/2018,US$0.10 ,2.61%,13.27,0.68,922,8.18%,39%,20%,1099.0,US$25.61 ,US$27.20 ,US$26.90 ,US$26.97 ,60.08,,C,A-,,,,,6.43,56.48%,79.87%,286.09,9.29%,8.49%
53,JPN,Xtrackers Japan JPX-Nikkei 400 Equity ETF,Equity,"US$39,358,291.00 ",6.27%,"141,324",US$26.28 ,-0.45%,No,No,0.27%,2.86%,-14.34%,22.77%,,"US$8,906,028.50 ",US$0.00 ,"US$5,169,842.00 ","US$36,387,870.00 ","US$38,287,229.50 ","US$49,947,498.50 ",Japan Equities,2015-06-24,0.09%,,US$0.21 ,19/12/2018,US$0.17 ,0.81%,12.9,0.85,256,16.16%,35%,15%,1099.0,US$25.40 ,US$26.44 ,US$26.18 ,US$26.39 ,55.24,B-,B,A-,,B+,C,,5.68,74.81%,55.19%,117.85,10.19%,8.71%
