,Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
11,DUST,Direxion Daily Gold Miners Bear 3X Shares,Equity,"US$162,176,695.00 ",-19.55%,"2,998,865",US$18.39 ,1.60%,Yes,3x,-18.08%,-17.20%,-15.30%,-97.29%,-98.77%,"US$48,358,223.50 ","US$60,827,339.50 ","US$35,157,191.00 ","(US$393,982,440.00)","US$467,553,905.31 ","US$272,512,042.83 ",Leveraged Equities,2010-12-08,1.08%,,US$0.08 ,27/12/2018,US$0.02 ,0.46%,0.0,0.63,46,58.29%,35%,15%,1099.0,US$18.66 ,US$26.77 ,US$17.97 ,US$19.05 ,34.39,B-,A,A-,C,C,,,,,,,,
12,PZD,Invesco Cleantech??ETF,Equity,"US$159,098,901.00 ",10.89%,"9,031",US$40.81 ,0.34%,No,No,1.67%,9.64%,-8.52%,55.69%,39.04%,US$0.00 ,US$0.00 ,US$0.00 ,"US$10,840,848.50 ","US$61,319,193.00 ","US$54,004,648.00 ",Alternative Energy Equities,2006-10-24,0.67%,,US$0.23 ,24/12/2018,US$0.02 ,0.56%,22.07,1.2,51,30.85%,35%,15%,1099.0,US$37.20 ,US$41.03 ,US$40.64 ,US$40.96 ,61.15,B,B,B,B,A+,C,A,6.65,86.75%,85.20%,52.33,0.00%,27.41%
13,CIZ,VictoryShares Developed Enhanced Volatility Weighted ETF,Equity,"US$139,781,858.00 ",2.53%,"32,552",US$31.49 ,0.19%,No,No,0.42%,1.91%,-12.69%,13.82%,,"(US$4,675,096.50)","(US$3,134,275.00)","(US$3,134,275.00)","(US$2,576,239.00)","US$106,903,030.00 ","US$141,349,025.00 ",Large Cap Blend Equities,2014-09-30,0.45%,,US$0.85 ,16/1/2019,US$0.01 ,2.72%,13.69,0.59,497,76.76%,35%,15%,1099.0,US$30.97 ,US$31.53 ,US$31.38 ,US$31.55 ,57.28,B,B-,B,,A,B-,,,,,,,
14,IMTM,iShares Edge MSCI Intl Momentum Factor ETF,Equity,"US$136,659,023.00 ",6.45%,"48,681",US$27.25 ,-0.33%,No,No,1.57%,4.29%,-14.32%,19.84%,,"(US$10,686,100.00)",US$0.00 ,"(US$10,686,100.00)","US$28,113,022.00 ","US$139,249,812.00 ","US$144,203,812.00 ",Foreign Large Cap Equities,2015-01-13,0.30%,,US$0.60 ,18/12/2018,US$0.22 ,2.21%,19.33,0.75,292,27.04%,39%,20%,1099.0,US$26.05 ,US$27.30 ,,,58.66,B-,B,B+,C+,C+,B,,6.52,64.90%,82.15%,169.6,11.90%,6.60%
15,TOK,iShares MSCI Kokusai ETF,Equity,"US$132,431,868.00 ",8.40%,"4,806",US$62.98 ,-0.06%,No,No,1.50%,6.46%,-5.98%,39.05%,41.04%,"(US$12,494,348.00)","(US$12,494,348.00)","(US$12,494,348.00)","(US$169,000,996.50)","(US$182,661,716.00)","(US$387,979,716.00)",Large Cap Growth Equities,2007-12-10,0.25%,,US$1.59 ,18/12/2018,US$0.63 ,2.55%,18.35,0.95,1374,13.50%,35%,15%,1099.0,US$59.07 ,US$63.25 ,US$62.85 ,US$63.15 ,59.31,A,B+,A,A+,A-,A-,A,5.83,48.47%,60.58%,195.17,12.28%,5.96%
16,IDLB,Invesco FTSE International Low Beta Equal Weight ETF,Equity,"US$132,142,779.00 ",6.51%,"17,372",US$27.51 ,0.15%,No,No,0.53%,4.13%,-10.67%,26.60%,,"US$1,342,268.00 ",US$0.00 ,"US$1,342,268.00 ","US$16,980,805.50 ","(US$15,866,025.50)","US$112,076,860.00 ",Foreign Large Cap Equities,2015-11-05,0.45%,,US$0.63 ,24/12/2018,US$0.16 ,2.30%,16.03,0.76,847,1.86%,39%,20%,1099.0,US$26.36 ,US$27.78 ,,,57.22,,A-,B-,,,,,5.76,83.49%,58.01%,234.44,8.56%,6.66%
17,KLDW,Knowledge Leaders Developed World ETF,Equity,"US$125,884,141.00 ",8.40%,"24,605",US$31.49 ,0.25%,No,No,0.80%,6.42%,-9.58%,36.31%,,"(US$19,282,293.50)","(US$4,661,875.50)","(US$7,595,621.50)","US$16,454,619.00 ","US$106,352,656.00 ","US$114,874,663.50 ",Large Cap Growth Equities,2015-07-08,0.75%,,US$0.29 ,24/12/2018,US$0.29 ,0.92%,26.92,0.87,328,6.54%,35%,15%,1099.0,US$29.60 ,US$31.69 ,US$31.46 ,US$31.53 ,59.49,,C+,C,,,C,,5.83,48.31%,60.56%,116.8,6.96%,7.27%
18,ACWF,iShares Edge MSCI Multifactor Global ETF,Equity,"US$115,530,687.00 ",9.66%,"162,926",US$28.48 ,-0.04%,No,No,1.42%,8.37%,-10.53%,42.96%,,"(US$60,573,761.00)","(US$25,192,936.00)","(US$65,733,869.00)","US$82,945,995.50 ","US$108,435,926.00 ","US$110,778,926.00 ",Large Cap Blend Equities,2015-04-28,0.35%,,US$0.53 ,28/12/2018,US$0.17 ,1.85%,12.21,0.94,406,14.94%,35%,15%,1099.0,US$26.21 ,US$28.70 ,US$28.40 ,US$28.55 ,62.33,C+,B-,B-,,,C+,B+,5.22,15.00%,39.24%,293.76,6.42%,6.17%
20,EFAD,ProShares MSCI EAFE Dividend Growers ETF,Equity,"US$110,981,280.00 ",7.01%,"27,592",US$35.73 ,0.31%,No,No,0.99%,4.81%,-8.34%,14.33%,,US$0.00 ,US$0.00 ,US$0.00 ,"US$13,769,786.00 ","US$96,421,551.00 ","US$110,082,551.23 ",Foreign Large Cap Equities,2014-08-19,0.50%,,US$0.79 ,26/12/2018,US$0.09 ,2.06%,13.87,0.78,55,20.24%,35%,15%,1099.0,US$34.03 ,US$35.90 ,US$35.61 ,US$35.84 ,60.18,C+,B,B-,,,B,C+,6.52,66.06%,82.32%,387.59,8.76%,7.06%
25,IQDE,FlexShares International Quality Dividend Defensive Index Fund,Equity,"US$96,578,136.00 ",7.72%,"43,435",US$22.05 ,-0.18%,No,No,1.47%,5.96%,-13.14%,21.75%,8.04%,"US$10,594,908.00 ","US$6,483,112.00 ","US$10,594,908.00 ","US$10,850,596.00 ","US$43,878,167.00 ","US$88,355,677.11 ",Foreign Large Cap Equities,2013-04-12,0.47%,,US$1.05 ,21/12/2018,US$0.20 ,4.86%,15.93,0.76,182,17.79%,35%,15%,1099.0,US$20.70 ,US$22.14 ,,,63.5,B+,B+,B,,B-,A,B+,5.89,15.67%,62.60%,254.85,8.45%,5.18%
26,DBAW,Xtrackers MSCI All World ex US Hedged Equity Fund,Equity,"US$96,261,961.00 ",7.39%,"27,906",US$26.02 ,0.19%,No,No,1.01%,5.43%,-5.70%,26.99%,28.10%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$31,356,546.50)","US$22,577,182.50 ","US$87,547,170.68 ",Foreign Large Cap Equities,2014-01-23,0.40%,,US$0.71 ,19/12/2018,US$0.44 ,2.75%,12.15,0.74,1457,10.27%,35%,15%,1099.0,US$24.57 ,US$26.18 ,US$25.98 ,US$26.04 ,60.53,A,A-,B+,,,A-,A,6.04,25.13%,67.78%,206.08,8.69%,5.25%
28,DEW,WisdomTree Global Equity Income Fund,Equity,"US$89,933,950.00 ",7.59%,"14,815",US$44.91 ,-0.13%,No,No,1.75%,5.40%,-6.69%,32.26%,21.40%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$11,184,057.50)","US$1,601,679.00 ","(US$22,558,471.00)",Large Cap Blend Equities,2006-06-16,0.58%,E*TRADE,US$1.74 ,24/12/2018,US$0.40 ,3.92%,13.99,0.87,683,19.66%,35%,15%,1099.0,US$42.52 ,US$44.93 ,US$44.80 ,US$45.06 ,61.7,B,B,B-,B-,B-,A,A-,5.58,17.14%,51.33%,376.36,14.63%,6.24%
29,DGT,SPDR Global Dow ETF,Equity,"US$89,895,596.00 ",8.04%,"5,305",US$81.56 ,-0.10%,No,No,0.99%,5.89%,-7.89%,45.85%,38.29%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$80,140.00)","(US$24,110,827.00)","(US$26,819,390.55)",Large Cap Blend Equities,2000-09-29,0.50%,,US$1.89 ,24/12/2018,US$0.43 ,2.31%,12.38,0.94,152,8.73%,35%,15%,1099.0,US$76.80 ,US$82.04 ,US$81.40 ,US$81.72 ,60.41,B-,C+,C+,A-,A-,B,B,5.78,43.69%,58.76%,292.52,12.73%,5.32%
30,IVAL,ValueShares International Quantitative Value ETF,Equity,"US$89,080,640.00 ",11.81%,"11,452",US$27.93 ,-0.07%,No,No,0.36%,9.08%,-16.61%,32.46%,,US$0.00 ,US$0.00 ,US$0.00 ,"US$23,922,805.00 ","US$66,359,010.00 ","US$89,292,190.00 ",Foreign Large Cap Equities,2014-12-17,0.79%,,US$0.52 ,18/9/2017,US$0.05 ,1.61%,7.79,0.85,46,24.85%,35%,15%,1099.0,US$25.48 ,US$28.36 ,,,63.6,C+,B-,C,,A,B-,,5.81,93.58%,59.78%,222.31,4.74%,4.58%
31,GEX,VanEck Vectors Global Alternative Energy ETF,Equity,"US$88,119,185.00 ",11.98%,"5,808",US$61.14 ,0.20%,No,No,2.76%,10.86%,-2.96%,29.91%,12.45%,US$0.00 ,US$0.00 ,US$0.00 ,"US$244,859.00 ","(US$13,391,490.00)","(US$9,897,333.92)",Alternative Energy Equities,2007-05-09,0.63%,,US$0.34 ,20/12/2018,US$0.34 ,0.55%,14.03,1.0,31,65.54%,35%,15%,1099.0,US$55.14 ,US$61.38 ,US$60.97 ,US$61.46 ,63.35,B,B+,A-,A,B+,C+,B-,6.54,94.43%,82.86%,244.31,0.00%,62.30%
32,TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Equity,"US$85,926,248.00 ",10.07%,"31,716",US$41.99 ,0.12%,No,No,2.07%,6.90%,0.63%,32.67%,,"US$24,283,927.25 ",US$0.00 ,"US$22,372,513.00 ","US$45,002,166.75 ","US$49,240,574.25 ","US$79,339,074.05 ",Large Cap Blend Equities,2014-03-25,0.46%,Charles Schwab,US$1.39 ,26/12/2018,US$0.32 ,3.33%,17.01,0.64,127,39.99%,35%,15%,1099.0,US$39.13 ,US$42.04 ,US$41.82 ,US$42.07 ,65.77,,,B,,,,,5.84,49.70%,60.94%,439.81,7.27%,2.23%
33,JDST,Direxion Daily Junior Gold Miners Index Bear 3X Shares,Equity,"US$83,196,806.00 ",-24.45%,"535,003",US$37.98 ,1.04%,Yes,3x,-19.24%,-15.77%,-25.89%,-99.32%,-99.86%,"US$31,224,467.50 ","US$33,455,173.50 ","US$20,165,155.50 ","(US$67,636,858.50)","US$16,316,012.98 ","US$7,892,533.91 ",Leveraged Equities,2013-10-03,1.10%,,US$0.29 ,27/12/2018,US$0.09 ,0.76%,0.0,0.78,69,44.96%,35%,15%,1099.0,US$38.00 ,US$55.79 ,US$37.16 ,US$39.33 ,33.7,,A+,B,,,,,,,,,,
36,HAP,VanEck Vectors Natural Resources ETF,Equity,"US$75,922,280.00 ",9.28%,"16,132",US$35.22 ,0.00%,No,No,1.97%,6.47%,-6.50%,48.85%,12.66%,"(US$8,702,126.00)","(US$3,502,898.00)","(US$8,702,126.00)","(US$25,515,204.50)","(US$23,731,310.00)","(US$19,163,897.00)",Large Cap Blend Equities,2008-08-29,0.50%,,US$0.92 ,20/12/2018,US$0.92 ,2.61%,14.27,0.87,291,35.02%,35%,15%,1099.0,US$32.99 ,US$35.24 ,US$35.14 ,US$35.28 ,61.91,A+,B+,A-,A-,A-,A-,A+,5.3,72.82%,41.96%,641.31,5.24%,6.17%
37,ISCF,iShares Edge MSCI Multifactor Intl Small-Cap ETF,Equity,"US$75,683,337.00 ",8.58%,"50,155",US$28.09 ,-0.32%,No,No,0.68%,6.04%,-16.53%,31.63%,,US$0.00 ,US$0.00 ,US$0.00 ,"US$50,324,991.00 ","US$73,688,462.00 ","US$76,191,462.00 ",Foreign Small & Mid Cap Equities,2015-04-28,0.40%,,US$0.55 ,18/12/2018,US$0.25 ,1.96%,11.88,0.84,690,10.32%,35%,15%,1099.0,US$26.54 ,US$28.28 ,US$28.02 ,US$28.13 ,59.54,,,C+,,,,,5.48,51.38%,48.10%,180.69,2.16%,3.38%
41,FAN,First Trust ISE Global Wind Energy Index Fund,Equity,"US$73,166,094.00 ",12.83%,"22,995",US$12.93 ,0.78%,No,No,4.27%,12.29%,-2.87%,33.35%,32.98%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$18,378,713.00)","US$22,828,614.50 ","(US$19,910,987.98)",Alternative Energy Equities,2008-06-16,0.60%,,US$0.31 ,18/12/2018,US$0.06 ,2.40%,13.93,0.87,44,54.73%,35%,15%,1099.0,US$11.39 ,US$12.88 ,US$12.90 ,US$12.96 ,72.95,A+,B+,A,A-,A-,A-,A-,6.76,96.52%,88.44%,931.37,19.72%,49.77%
42,MOTI,VanEck Vectors Morningstar International Moat ETF,Equity,"US$72,716,157.00 ",9.71%,"21,019",US$31.07 ,0.65%,No,No,2.10%,7.51%,-10.58%,34.73%,,"(US$5,985,870.00)",US$0.00 ,"(US$5,985,870.00)","(US$1,423,021.50)","US$63,658,697.50 ","US$72,729,045.50 ",Foreign Large Cap Equities,2015-07-13,0.56%,,US$1.06 ,20/12/2018,US$1.06 ,3.42%,11.57,0.95,74,21.45%,35%,15%,1099.0,US$28.82 ,US$31.13 ,US$30.96 ,US$31.14 ,63.94,C,C+,B-,,,C+,C+,5.77,12.31%,58.16%,342.17,13.76%,7.21%
46,DEEF,Xtrackers FTSE Developed Ex US Comprehensive Factor ETF,Equity,"US$64,817,489.00 ",7.57%,"23,629",US$26.93 ,-0.19%,No,No,0.45%,5.05%,-11.75%,18.58%,,US$0.00 ,US$0.00 ,US$0.00 ,"US$27,275,282.50 ","US$66,777,869.50 ","US$66,777,869.50 ",Foreign Large Cap Equities,2015-11-24,0.35%,,US$0.70 ,19/12/2018,US$0.10 ,2.61%,13.27,0.68,922,8.18%,39%,20%,1099.0,US$25.61 ,US$27.20 ,US$26.90 ,US$26.97 ,60.08,,C,A-,,,,,6.43,56.48%,79.87%,286.09,9.29%,8.49%
47,DNL,WisdomTree Global ex-U.S. Quality Dividend Growth Fund,Equity,"US$64,162,078.00 ",8.57%,"10,032",US$53.56 ,-0.13%,No,No,1.86%,7.10%,-11.63%,32.61%,24.94%,US$0.00 ,US$0.00 ,US$0.00 ,"US$467,976.00 ","(US$7,186,874.00)","(US$65,609.00)",Foreign Large Cap Equities,2006-06-16,0.58%,2 Platforms,US$1.26 ,24/12/2018,US$0.27 ,2.38%,14.5,0.84,269,32.29%,35%,15%,1099.0,US$49.58 ,US$53.78 ,,,62.88,B-,B,B-,C+,B-,B,B+,5.91,16.32%,63.07%,130.76,12.40%,4.11%
49,GHII,Invesco S&P High Income Infrastructure ETF,Equity,"US$55,647,224.00 ",9.88%,"11,427",US$25.80 ,0.08%,No,No,1.86%,5.89%,-2.41%,42.26%,,"(US$1,269,770.00)","(US$1,269,770.00)","(US$1,269,770.00)","US$24,064,560.50 ","US$53,700,201.00 ","US$53,704,278.00 ",Global Equities,2015-02-11,0.45%,,US$1.26 ,24/12/2018,US$0.30 ,4.91%,18.96,0.66,51,37.11%,35%,15%,1099.0,US$24.35 ,US$25.89 ,US$25.70 ,US$25.87 ,63.68,,,B+,,,,,5.94,57.08%,64.01%,1762.54,8.34%,12.96%
52,EFZ,Short MSCI EAFE ProShares,Equity,"US$53,369,213.00 ",-6.09%,"59,153",US$27.72 ,0.11%,Yes,No,-0.67%,-4.04%,15.03%,-21.27%,-20.39%,"(US$1,703,753.00)",US$0.00 ,"US$4,252,533.00 ","US$37,904,198.00 ","(US$6,507,315.00)","US$36,163,935.00 ",Inverse Equities,2007-10-23,0.95%,,US$0.10 ,26/12/2018,US$0.08 ,0.36%,0.0,-0.86,1174,11.95%,35%,15%,1099.0,US$27.56 ,US$28.96 ,US$27.65 ,US$27.78 ,41.58,B,B+,C+,B+,B+,,,,,,,,
53,SILJ,ETFMG Prime Junior Silver ETF,Equity,"US$51,603,375.00 ",11.94%,"67,150",US$9.00 ,-0.77%,No,No,7.40%,5.02%,-19.16%,86.79%,-16.47%,"US$3,376,900.00 ","US$882,520.00 ","US$3,376,900.00 ","US$7,045,165.00 ","US$72,199,500.00 ","US$78,670,455.00 ",Materials,2012-11-29,0.72%,,US$0.13 ,24/12/2018,US$0.13 ,1.54%,21.71,0.48,31,72.68%,35%,15%,1099.0,US$7.77 ,US$9.18 ,US$8.89 ,US$9.13 ,62.08,C,C,B-,,C,,C+,3.26,1.16%,1.93%,516.99,0.00%,0.00%
54,LOWC,SPDR MSCI ACWI Low Carbon Target ETF,Equity,"US$51,488,302.00 ",8.50%,"6,265",US$85.80 ,-0.19%,No,No,1.33%,6.74%,-7.62%,40.52%,,"(US$88,923,221.00)",US$0.00 ,"(US$88,923,221.00)","(US$88,580,754.00)","(US$51,580,468.00)","US$14,219,612.00 ",Large Cap Blend Equities,2014-11-25,0.20%,Charles Schwab,US$2.00 ,21/12/2018,US$1.03 ,2.35%,14.4,0.94,1381,10.99%,35%,15%,1099.0,US$80.30 ,US$86.35 ,,,60.7,A-,C+,A,,,B+,A,5.76,0.00%,58.04%,68.41,9.59%,6.16%
55,ISRA,VanEck Vectors Israel ETF,Equity,"US$51,356,803.00 ",11.31%,"5,461",US$31.19 ,0.35%,No,No,3.12%,9.19%,-1.03%,20.50%,11.31%,US$0.00 ,US$0.00 ,US$0.00 ,"US$7,806,478.50 ","US$2,622,708.00 ","US$19,071,296.00 ",All Cap Equities,2013-06-25,0.59%,,US$0.21 ,20/12/2018,US$0.21 ,0.68%,15.09,0.94,126,50.46%,35%,15%,1099.0,US$28.40 ,US$31.15 ,US$31.10 ,US$31.30 ,62.23,B-,B,C+,,A,B-,B-,4.56,2.75%,19.49%,64.96,2.07%,4.14%
56,PBD,Invesco Global Clean Energy ETF,Equity,"US$49,035,458.00 ",12.19%,"12,150",US$11.69 ,-0.26%,No,No,1.96%,11.02%,-12.05%,21.77%,2.08%,"(US$1,098,017.00)",US$0.00 ,"(US$1,098,017.00)","(US$2,600,086.50)","(US$15,489,156.00)","(US$34,541,511.00)",Alternative Energy Equities,2007-06-13,0.75%,,US$0.19 ,24/12/2018,US$0.10 ,1.68%,32.81,1.06,110,18.18%,35%,15%,1099.0,US$10.47 ,US$11.77 ,US$11.65 ,US$11.75 ,64.11,B+,A-,C,A-,B+,B+,A+,6.23,90.59%,74.09%,380.37,2.55%,50.17%
57,FILL,iShares MSCI Global Energy Producers ETF,Equity,"US$48,953,885.00 ",9.90%,"29,585",US$20.32 ,0.94%,No,No,1.93%,5.12%,-7.40%,38.78%,-2.91%,US$0.00 ,US$0.00 ,US$0.00 ,"US$17,628,861.00 ","US$15,031,425.00 ","US$46,903,425.00 ",Energy Equities,2012-01-31,0.39%,,US$0.59 ,18/12/2018,US$0.32 ,2.90%,20.41,1.02,212,56.41%,35%,15%,1099.0,US$19.34 ,US$20.24 ,US$20.20 ,US$20.42 ,56.53,A-,C+,A-,B-,A+,B,A+,4.75,51.22%,26.81%,583.89,0.42%,0.88%
59,SEA,Invesco Shipping ETF,Equity,"US$47,138,677.00 ",8.15%,"52,323",US$8.89 ,-0.45%,No,No,-0.56%,2.60%,-22.44%,-9.77%,-44.98%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$38,477,261.00)","US$42,238,831.00 ","(US$13,514,785.00)",Industrials Equities,2010-06-11,0.66%,,US$0.26 ,24/12/2018,US$0.00 ,2.96%,69.69,1.1,26,63.37%,35%,15%,1099.0,US$8.68 ,US$9.07 ,US$8.85 ,US$8.95 ,50.24,A+,A,A-,A-,A+,A+,A,,,,,,
