,Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
10,EFAV,iShares Edge MSCI Min Vol EAFE ETF,Equity,"US$10,359,005,379.00 ",4.55%,"1,427,840",US$69.69 ,-0.01%,No,No,1.06%,2.77%,-4.77%,20.62%,36.67%,"US$337,555,494.00 ","US$82,788,396.00 ","US$151,347,046.00 ","US$2,387,713,998.00 ","US$5,399,480,061.00 ","US$9,212,195,061.00 ",Foreign Large Cap Equities,2011-10-18,0.20%,Fidelity,US$2.22 ,18/12/2018,US$0.77 ,3.20%,16.12,0.58,359,14.15%,35%,15%,1099,US$67.60 ,US$69.81 ,US$69.57 ,US$69.81 ,60.96,A,A,A,B-,A+,B,B+,6.49,61.66%,81.33%,253.15,11.71%,10.39%
11,SCZ,iShares MSCI EAFE Small-Cap ETF,Equity,"US$9,332,634,872.00 ",7.85%,"2,025,506",US$55.89 ,-0.21%,No,No,0.43%,5.75%,-16.00%,29.04%,27.53%,"US$127,360,248.00 ",US$0.00 ,"US$65,352,696.00 ","US$312,358,136.00 ","US$3,139,604,972.00 ","US$5,480,784,972.00 ",Foreign Small & Mid Cap Equities,2007-12-10,0.39%,2 Platforms,US$1.45 ,18/12/2018,US$0.68 ,2.58%,13.38,0.83,1766,7.28%,35%,15%,1099,US$53.01 ,US$56.46 ,US$55.80 ,US$55.99 ,59.08,A,A+,A-,A,A-,B+,A,5.43,48.62%,46.40%,150.64,3.45%,4.66%
12,EZU,iShares MSCI EMU ETF,Equity,"US$6,209,868,451.00 ",6.62%,"7,650,271",US$37.38 ,0.08%,No,No,0.62%,5.12%,-17.28%,22.02%,8.00%,"(US$585,050,744.00)","(US$96,958,836.00)","(US$507,895,864.00)","(US$8,050,823,507.00)","(US$8,819,085,687.00)","(US$1,566,762,687.00)",Europe Equities,2000-07-25,0.47%,,US$1.22 ,18/12/2018,US$0.19 ,3.27%,12.86,0.9,279,21.08%,35%,15%,1099,US$35.36 ,US$37.64 ,US$37.24 ,US$37.52 ,58.66,A-,A+,B-,B,B-,B,A-,7.21,73.44%,95.50%,163.9,16.89%,6.71%
13,EFV,iShares MSCI EAFE Value ETF,Equity,"US$6,061,697,451.00 ",6.28%,"1,822,937",US$48.06 ,-0.21%,No,No,0.29%,3.73%,-14.49%,23.83%,6.52%,"(US$24,762,704.00)",US$0.00 ,"(US$132,928,592.00)","US$401,675,260.00 ","US$3,197,363,928.00 ","US$4,085,599,928.00 ",Foreign Large Cap Equities,2005-08-01,0.38%,TD Ameritrade,US$2.06 ,18/12/2018,US$0.64 ,4.30%,10.01,0.85,599,17.41%,35%,15%,1099,US$46.22 ,US$48.40 ,US$47.92 ,US$48.19 ,57.9,A-,A-,B+,B+,B-,A-,A-,6.33,47.15%,76.84%,213.37,12.91%,4.70%
14,VSS,Vanguard FTSE All-World ex-US Small-Cap ETF,Equity,"US$5,630,213,099.00 ",7.30%,"465,369",US$101.59 ,-0.17%,No,No,0.98%,5.34%,-16.50%,27.63%,16.07%,"US$224,194,976.86 ","(US$40,224,000.00)","(US$30,486,772.32)","US$1,612,553,881.93 ","US$3,133,507,381.32 ","US$4,160,166,009.90 ",Foreign Small & Mid Cap Equities,2009-04-06,0.13%,2 Platforms,US$2.65 ,24/12/2018,US$1.54 ,2.61%,13.1,0.82,1427,2.82%,35%,15%,1099,US$96.29 ,US$102.07 ,US$101.36 ,US$101.84 ,59.86,A+,A,A+,B-,A,A,A+,5.29,34.86%,41.53%,219.59,2.96%,3.09%
15,GUNR,FlexShares Morningstar Global Upstream Natural Resources Index Fund,Equity,"US$5,465,895,959.00 ",10.11%,"907,813",US$32.24 ,0.40%,No,No,2.81%,7.25%,-4.62%,64.01%,13.18%,"US$13,857,162.00 ","US$22,135,631.00 ","US$47,624,209.50 ","US$347,927,193.50 ","US$2,905,828,264.78 ","US$2,713,736,604.11 ",Commodity Producers Equities,2011-09-16,0.46%,,US$0.96 ,21/12/2018,US$0.22 ,3.03%,16.5,0.84,117,36.89%,35%,15%,1099,US$29.97 ,US$32.12 ,US$32.11 ,US$32.32 ,63.2,A,A,A-,A-,A-,B,A,5.02,58.89%,33.87%,627.76,9.57%,3.59%
16,DBEF,Xtrackers MSCI EAFE Currency-Hedged Equity Fund,Equity,"US$4,987,895,827.00 ",6.38%,"1,932,658",US$29.68 ,0.13%,No,No,0.88%,4.21%,-5.01%,24.42%,34.05%,"(US$192,192,778.00)",US$0.00 ,"(US$102,910,094.00)","(US$1,313,845,836.00)","(US$8,820,632,210.00)","US$5,275,772,775.40 ",Foreign Large Cap Equities,2011-06-09,0.35%,E*TRADE,US$0.90 ,19/12/2018,US$0.60 ,3.04%,12.84,0.75,856,11.83%,35%,15%,1099,US$28.36 ,US$29.85 ,US$29.60 ,US$29.76 ,57.83,B+,A,B+,A,C,A-,C,6.6,74.22%,84.25%,157.28,11.96%,6.64%
17,GDXJ,VanEck Vectors Junior Gold Miners ETF,Equity,"US$4,568,697,419.00 ",8.67%,"13,262,567",US$32.84 ,-0.36%,No,No,7.32%,4.99%,-1.88%,82.09%,-0.32%,"(US$87,912,670.00)","(US$36,205,307.50)","(US$56,541,380.00)","US$327,485,337.50 ","US$3,085,715,234.40 ","US$4,190,367,439.79 ",Materials,2009-11-10,0.54%,,US$0.14 ,20/12/2018,US$0.14 ,0.41%,19.4,-0.3,70,44.94%,35%,15%,1099,US$28.90 ,US$32.77 ,US$32.44 ,US$33.09 ,66.04,B,A,B+,C,C,A-,B+,4.39,11.63%,16.02%,561.33,6.91%,0.00%
18,IDV,iShares International Select Dividend ETF,Equity,"US$4,144,426,448.00 ",7.49%,"1,218,168",US$30.86 ,0.10%,No,No,1.15%,5.11%,-8.22%,30.95%,9.70%,"(US$42,503,737.00)",US$0.00 ,"(US$23,868,408.00)","(US$372,635,077.50)","US$1,372,199,996.00 ","US$1,817,664,601.00 ",Foreign Large Cap Equities,2007-06-15,0.50%,Fidelity,US$1.70 ,18/12/2018,US$0.47 ,5.56%,13.16,0.86,119,28.47%,35%,15%,1099,US$29.24 ,US$30.98 ,US$30.79 ,US$30.94 ,61.65,B-,A,B-,C+,C+,A,B-,7.37,98.45%,97.16%,213.81,6.45%,5.80%
19,SPDW,SPDR Portfolio World ex-US ETF,Equity,"US$4,143,867,630.00 ",7.56%,"2,283,474",US$28.45 ,-0.04%,No,No,0.92%,5.37%,-12.17%,27.22%,17.17%,"US$461,915,888.00 ",US$0.00 ,"US$330,283,438.00 ","US$2,056,552,696.00 ","US$3,368,791,370.00 ","US$3,368,791,370.00 ",Foreign Large Cap Equities,2007-04-26,0.04%,,US$0.81 ,24/12/2018,US$0.28 ,2.86%,12.48,0.87,1443,11.13%,39%,20%,1099,US$26.94 ,US$28.60 ,US$28.38 ,US$28.51 ,60.69,,,,,,,,6.41,54.79%,79.45%,174.95,10.40%,6.28%
20,FNDF,Schwab Fundamental International Large Company Index ETF,Equity,"US$4,003,369,474.00 ",6.98%,"1,080,861",US$26.98 ,-0.22%,No,No,0.48%,4.37%,-12.69%,29.47%,13.93%,"US$46,859,412.00 ",US$0.00 ,"US$26,668,380.00 ","US$846,374,768.00 ","US$3,066,599,701.06 ","US$3,965,245,547.97 ",Foreign Large Cap Equities,2013-08-15,0.25%,Charles Schwab,US$0.87 ,12/12/2018,US$0.87 ,3.23%,13.29,0.93,856,13.87%,35%,15%,1099,US$25.83 ,US$27.18 ,US$26.93 ,US$27.05 ,58.88,B+,A-,A-,,B-,B,,6.49,61.92%,81.43%,235.22,12.77%,5.29%
21,ACWV,iShares Edge MSCI Min Vol Global ETF,Equity,"US$3,806,887,193.00 ",5.14%,"402,661",US$85.44 ,0.00%,No,No,1.74%,4.53%,0.76%,34.10%,56.74%,"US$80,708,640.00 ",US$0.00 ,US$0.00 ,"US$139,533,865.00 ","US$787,776,308.00 ","US$1,933,180,674.00 ",Large Cap Blend Equities,2011-10-18,0.20%,,US$1.89 ,18/12/2018,US$0.99 ,2.22%,19.4,0.64,434,10.22%,35%,15%,1099,US$81.35 ,US$85.36 ,,,61.89,A-,A-,A,C+,A,B,B+,5.43,21.53%,46.40%,370.32,12.28%,6.94%
22,ACWX,iShares MSCI ACWI ex U.S. ETF,Equity,"US$3,806,833,704.00 ",7.32%,"4,045,226",US$45.03 ,-0.20%,No,No,0.85%,5.46%,-12.46%,30.06%,16.05%,"(US$1,303,946,358.00)","(US$338,195,414.00)","(US$1,378,814,136.00)","US$900,127,942.00 ","US$1,371,342,360.00 ","US$2,406,164,360.00 ",Foreign Large Cap Equities,2008-03-26,0.32%,,US$1.11 ,28/12/2018,US$0.02 ,2.46%,12.92,0.86,1324,11.31%,35%,15%,1099,US$42.49 ,US$45.32 ,,,60.71,A-,A,A-,B-,B,B+,A,6.07,26.30%,68.70%,202.23,9.58%,5.87%
23,EFG,iShares MSCI EAFE Growth ETF,Equity,"US$3,766,654,710.00 ",6.34%,"666,318",US$73.45 ,0.16%,No,No,1.42%,4.88%,-11.46%,21.38%,19.81%,"(US$63,697,480.00)","(US$57,791,984.00)","(US$201,397,984.00)","US$510,640,908.00 ","US$1,093,735,152.00 ","US$1,914,447,152.00 ",Foreign Large Cap Equities,2005-08-01,0.40%,TD Ameritrade,US$1.37 ,18/12/2018,US$0.41 ,1.88%,19.5,0.87,698,17.93%,35%,15%,1099,US$69.72 ,US$73.59 ,US$73.27 ,US$73.62 ,59.78,A-,A-,B+,A-,A-,B-,A-,6.88,91.97%,90.48%,100.71,12.13%,9.18%
25,HEFA,iShares Currency Hedged MSCI EAFE ETF,Equity,"US$2,892,967,266.00 ",6.16%,"1,122,618",US$27.40 ,-0.04%,No,No,0.74%,4.14%,-5.63%,23.59%,,"(US$50,699,226.00)",US$0.00 ,"(US$45,535,634.00)","(US$1,179,534,760.00)","(US$1,144,696,487.50)","US$2,888,773,512.50 ",Foreign Large Cap Equities,2014-01-31,0.35%,,US$1.01 ,28/12/2018,US$0.29 ,3.70%,13.13,0.76,2,100.00%,35%,15%,1099,US$26.23 ,US$27.59 ,US$27.34 ,US$27.48 ,56.83,B+,A,A-,,C,B+,,,,,,,
26,IGF,iShares Global Infrastructure ETF,Equity,"US$2,663,619,664.00 ",8.13%,"469,392",US$42.58 ,-0.33%,No,No,1.26%,6.05%,-3.43%,30.11%,28.98%,"(US$532,127.00)","US$12,590,304.00 ","(US$532,127.00)","US$297,833,723.00 ","US$1,553,167,517.00 ","US$1,991,700,517.00 ",Large Cap Blend Equities,2007-12-10,0.47%,,US$1.39 ,18/12/2018,US$0.69 ,3.25%,17.45,0.55,92,36.00%,35%,15%,1099,US$39.90 ,US$42.84 ,,,65.23,A-,A-,B,A-,B+,A-,A,6.55,85.04%,82.98%,1164.07,34.13%,2.87%
27,XT,iShares Exponential Technologies ETF,Equity,"US$2,312,067,133.00 ",9.32%,"160,606",US$36.36 ,0.58%,No,No,1.54%,8.47%,-2.72%,65.15%,,"(US$59,057.00)",US$0.00 ,"(US$59,057.00)","US$606,649,750.50 ","US$1,222,158,534.00 ","US$1,361,303,034.00 ",Large Cap Growth Equities,2015-03-19,0.47%,,US$0.48 ,28/12/2018,US$0.01 ,1.33%,20.25,1.07,210,6.60%,35%,15%,1099,US$33.56 ,US$36.43 ,US$36.24 ,US$36.45 ,60.54,,,B+,,,,,5.72,54.45%,56.68%,80.11,5.19%,10.48%
28,SCHC,Schwab International Small-Cap Equity ETF,Equity,"US$2,184,145,910.00 ",8.25%,"637,019",US$31.50 ,-0.32%,No,No,0.90%,6.06%,-16.33%,26.09%,15.31%,US$0.00 ,US$0.00 ,US$0.00 ,"US$545,819,346.00 ","US$1,487,596,721.00 ","US$1,861,950,617.00 ",Small Cap Blend Equities,2010-01-14,0.12%,Charles Schwab,US$0.73 ,12/12/2018,US$0.73 ,2.31%,15.18,0.84,1833,11.16%,35%,15%,1099,US$29.82 ,US$31.73 ,US$31.44 ,US$31.57 ,60.09,A,A-,A,B+,A+,A,A-,5.49,53.21%,48.46%,211.45,3.32%,3.37%
29,IXJ,iShares Global Healthcare ETF,Equity,"US$2,096,038,292.00 ",5.28%,"293,902",US$59.64 ,0.24%,No,No,2.11%,5.02%,2.70%,31.96%,50.23%,"US$308,086,258.00 ","US$49,524,987.50 ","US$313,696,668.00 ","US$1,919,668,592.50 ","US$1,728,963,803.00 ","US$2,184,328,303.00 ",Health & Biotech Equities,2001-11-13,0.47%,,US$1.20 ,28/12/2018,US$0.33 ,2.04%,24.3,0.9,104,40.16%,35%,15%,1099,US$56.69 ,US$59.60 ,US$59.38 ,US$59.84 ,57.51,A-,B+,B,B,A,B,A,5.1,74.02%,35.88%,23.45,1.33%,15.39%
30,IOO,iShares Global 100 ETF,Equity,"US$1,812,556,883.00 ",5.97%,"163,306",US$44.93 ,-0.42%,No,No,1.38%,4.37%,-5.38%,40.63%,40.34%,"(US$2,429,551.50)","(US$6,597,882.00)","(US$8,802,984.00)","US$1,800,622,844.50 ","US$1,575,107,099.00 ","US$1,765,061,599.00 ",Large Cap Blend Equities,2000-12-05,0.40%,TD Ameritrade,US$1.08 ,18/12/2018,US$0.43 ,2.41%,18.64,0.95,125,36.71%,35%,15%,1099,US$42.77 ,US$45.02 ,,,56.38,A,A-,B+,A,A-,A-,B-,6.27,74.83%,75.24%,88.18,14.82%,4.49%
31,FNDC,Schwab Fundamental International Small Company Index ETF,Equity,"US$1,797,716,606.00 ",7.90%,"426,710",US$30.59 ,-0.16%,No,No,0.63%,5.19%,-16.64%,30.29%,26.28%,US$0.00 ,US$0.00 ,US$0.00 ,"US$298,746,162.00 ","US$1,391,496,883.38 ","US$1,785,283,446.97 ",Foreign Small & Mid Cap Equities,2013-08-15,0.39%,Charles Schwab,US$0.76 ,12/12/2018,US$0.76 ,2.48%,15.6,0.79,1466,4.16%,35%,15%,1099,US$29.13 ,US$30.80 ,US$30.53 ,US$30.64 ,59.01,,,B+,,,,,5.56,62.39%,50.85%,189.53,5.04%,5.00%
32,CWI,SPDR MSCI ACWI ex-US ETF,Equity,"US$1,746,709,979.00 ",7.45%,"885,535",US$35.18 ,-0.11%,No,No,1.18%,5.39%,-12.44%,30.36%,18.92%,"(US$36,375,342.00)","(US$69,405,372.00)","(US$36,375,342.00)","US$347,167,458.00 ","US$784,859,890.00 ","US$1,187,226,720.00 ",Foreign Large Cap Equities,2007-01-10,0.30%,Charles Schwab,US$0.92 ,21/12/2018,US$0.46 ,2.61%,12.17,0.88,923,11.08%,35%,15%,1099,US$33.23 ,US$35.31 ,,,61.37,A-,A,A-,B-,B+,B+,A-,6.15,31.99%,71.54%,190.22,9.99%,5.73%
33,DLS,WisdomTree International SmallCap Dividend,Equity,"US$1,649,649,419.00 ",7.11%,"190,321",US$64.61 ,-0.37%,No,No,0.29%,5.02%,-17.42%,29.48%,22.35%,"(US$12,049,630.00)",US$0.00 ,US$0.00 ,"US$44,288,984.50 ","US$517,519,042.00 ","US$835,506,176.00 ",Foreign Small & Mid Cap Equities,2006-06-16,0.58%,E*TRADE,US$2.21 ,24/12/2018,US$0.45 ,3.44%,14.08,0.82,875,5.74%,35%,15%,1099,US$61.75 ,US$65.24 ,US$64.46 ,US$64.78 ,58.64,A-,A-,B-,A+,B,A-,B+,5.52,6.48%,49.56%,179.81,3.70%,2.86%
34,RODM,Hartford Multifactor Developed Markets (ex-US) ETF,Equity,"US$1,644,105,953.00 ",6.74%,"807,023",US$27.54 ,0.18%,No,No,0.88%,4.83%,-7.68%,32.86%,,"US$185,455,401.00 ","US$58,521,895.00 ","US$169,992,375.00 ","US$1,457,702,187.50 ","US$1,616,627,102.00 ","US$1,644,080,489.00 ",Foreign Large Cap Equities,2015-02-25,0.29%,,US$0.52 ,20/12/2018,US$0.20 ,1.91%,15.21,0.78,422,10.81%,35%,15%,1099,US$26.28 ,US$27.68 ,US$27.47 ,US$27.60 ,62.33,,B-,B-,,,B+,,6.1,27.59%,69.66%,191.93,5.66%,7.14%
35,JPIN,JPMorgan Diversified Return International Equity ETF,Equity,"US$1,504,778,396.00 ",7.21%,"337,347",US$54.56 ,-0.18%,No,No,0.48%,5.19%,-10.23%,22.65%,,"US$63,913,488.00 ",US$0.00 ,"US$63,913,488.00 ","US$277,906,318.00 ","US$1,351,149,689.00 ","US$1,483,533,439.00 ",Foreign Large Cap Equities,2014-11-05,0.38%,,US$1.39 ,24/12/2018,US$0.36 ,2.54%,12.87,0.73,431,4.42%,39%,20%,1099,US$51.75 ,US$55.05 ,US$54.42 ,US$54.69 ,60.44,B+,B+,B+,A-,B,B,B+,6.27,42.75%,75.34%,375.68,12.11%,9.21%
36,PXF,Invesco FTSE RAFI Developed Markets ex-U.S. ETF,Equity,"US$1,441,269,042.00 ",7.04%,"464,953",US$40.16 ,-0.22%,No,No,0.73%,4.58%,-13.64%,29.44%,11.81%,"US$24,293,860.50 ",US$0.00 ,US$0.00 ,"US$376,414,304.00 ","US$605,804,021.00 ","US$766,314,236.00 ",Foreign Large Cap Equities,2007-06-25,0.45%,,US$1.27 ,24/12/2018,US$0.31 ,3.15%,12.65,0.86,1017,12.63%,35%,15%,1099,US$38.31 ,US$40.43 ,US$40.07 ,US$40.27 ,58.86,A,A-,B,A,A-,A-,A,6.45,59.07%,80.43%,219.01,11.71%,5.10%
38,NUGT,Direxion Daily Gold Miners Bull 3X Shares,Equity,"US$1,367,312,700.00 ",19.89%,"9,733,933",US$20.98 ,-1.69%,No,3x,20.37%,17.01%,-34.67%,2.66%,-92.79%,"(US$116,665,253.50)","(US$90,331,559.50)","(US$89,166,938.50)","US$645,778,853.50 ","(US$696,955,498.65)","US$722,995,082.94 ",Leveraged Equities,2010-12-08,1.20%,,US$0.10 ,27/12/2018,US$0.04 ,0.47%,26.62,-0.83,2,100.00%,35%,15%,1099,US$14.37 ,US$20.59 ,US$20.21 ,US$21.47 ,65.24,C+,A,C,C,C,,,,,,,,
40,ROBO,ROBO Global Robotics and Automation Index ETF,Equity,"US$1,312,077,133.00 ",12.01%,"345,995",US$36.46 ,-0.05%,No,No,0.83%,11.23%,-19.42%,66.86%,40.53%,"(US$33,032,645.00)",US$0.00 ,"(US$21,560,653.00)","(US$633,498,268.50)","US$1,185,796,632.50 ","US$1,213,045,632.50 ",Global Equities,2013-10-22,0.95%,,US$0.12 ,24/12/2018,US$0.12 ,0.34%,25.95,1.22,88,19.15%,35%,15%,1099,US$32.77 ,US$36.93 ,US$36.32 ,US$36.60 ,58.8,,,C,,,,,5.57,44.48%,51.00%,39.42,4.43%,8.09%
41,GNR,SPDR S&P Global Natural Resources ETF,Equity,"US$1,257,601,001.00 ",9.80%,"278,956",US$45.28 ,0.29%,No,No,2.56%,7.04%,-9.80%,63.49%,10.37%,"(US$84,318,687.50)","(US$11,105,891.00)","(US$67,832,924.50)","(US$44,565,904.00)","US$502,558,628.50 ","US$797,401,081.00 ",Commodity Producers Equities,2010-09-13,0.40%,Charles Schwab,US$1.45 ,21/12/2018,US$0.84 ,3.24%,10.89,0.98,89,36.89%,35%,15%,1099,US$42.15 ,US$45.19 ,US$45.09 ,US$45.43 ,61.31,A,A-,A,B+,B+,B-,A-,5.23,67.94%,39.75%,692.24,6.98%,1.73%
